fid;Name;CGM;Lon;Lat
955;GARAY Y CHUBUT;SAN JOSE;-58,3543164;-34,7634267
957;EL TALA Y YERBAL;SAN JOSE;-58,3500916;-34,7505976
963;EL ZORZAL 3596;SAN JOSE;-58,3543373;-34,7614863
982;LA MADRESELVA & MOCTEZUMA;SAN JOSE;-58,3494523;-34,748873
983;LOS PLATANOS & BALTASAR;SAN JOSE;-58,3498268;-34,7459355
984;BARILARI & JESÚS R OLIVAN;SAN JOSE;-58,3511044;-34,7407833
1014;EL HORNERO & CONCEPCIÓN;SAN JOSE;-58,3404311;-34,7531935
65;ESMERALDA & BOSTON;SAN JOSE;-58,371821;-34,760157
61;14 DE JULIO & REVOLUCION DE TEMPERLEY;SAN JOSE;-58,369449;-34,762267
59;BOSTON Y BERNARDO RIVADAVIA;SAN JOSE;-58,3691837;-34,7641808
56;ORURO Y EL CARDENAL;SAN JOSE;-58,3673651;-34,7631674
54;LA MADRESELVA & EZEQUIEL PAZ;SAN JOSE;-58,366765;-34,758219
53;BAIGORRIA & LA CALANDRIA;SAN JOSE;-58,366722;-34,765296
51;CHARCAS & EL TREBOL;SAN JOSE;-58,366429;-34,760771
52;EL ZORZAL & MAURICIO RAVEL;SAN JOSE;-58,36643;-34,767713
50;DOCTOR CARLOS COLLIVADINO & ANCHORIS;SAN JOSE;-58,365978;-34,756276
48;EVA PERON & LAS PERDICES (PLAZA LENCINA);SAN JOSE;-58,364903;-34,762799
47;RUBEN DE ROSAS & MAURICIO RAVEL;SAN JOSE;-58,364374;-34,770506
46;SAN JUAN & EL CHURRINCHE;SAN JOSE;-58,363935;-34,76518
45;JURAMENTO & JOSE NEGLIA;SAN JOSE;-58,3639;-34,772827
43;SAN PATRICIO Y MADRE SELVA;SAN JOSE;-58,3636985;-34,7567057
41;SAN JUAN & JUAN DE GARAY;SAN JOSE;-58,362036;-34,767428
39;AV. EVA PERON Y SALTA;SAN JOSE;-58,3613815;-34,761395
37;JOSE MARIA HEREDIA & JURAMENTO;SAN JOSE;-58,360779;-34,77115
36;SALTA & EL CHURRINCHE;SAN JOSE;-58,360066;-34,763298
34;NUEVA YORK & MIRASOL;SAN JOSE;-58,359598;-34,758499
33;SALTA Y EL ZORZAL;SAN JOSE;-58,3594033;-34,7642503
31;F. MUNOZ AZPIRI & OTTAWA;SAN JOSE;-58,358868;-34,75746
29;EL ZORZAL & LA PAMPA;SAN JOSE;-58,357326;-34,763239
71;PROSPERO G. ALLEMANDRI & ANATOLE FRANCE;SAN JOSE;-58,373295;-34,763065
787;EL TALA  Y LAS PERDICES ;SAN JOSE;-58,3645847;-34,7587346
789;QUILMES Y NEGLIA ;SAN JOSE;-58,3660648;-34,7700711
790;EL ZORZAL Y COMTE ;SAN JOSE;-58,3613615;-34,7651509
889;REV. DE TEMPERLEY Y EL TALA ;SAN JOSE;-58,3691866;-34,7608829
948;JUNCAL 2160;SAN JOSE;-58,3727;-34,7577384
1018;PORTUGAL & MIRASOL;SAN JOSE;-58,3573739;-34,757586
1033;CHURRINCHE 2572;SAN JOSE;-58,3653247;-34,7658287
49;LAS CASUARINAS & SAN PATRICIO;SAN JOSE;-58,365231;-34,75458
44;BOULEVARD ARMESTI & PORTUGAL;SAN JOSE;-58,363812;-34,749446
42;BARILARI & CORDOBA;SAN JOSE;-58,363096;-34,746882
40;ONOFRE & SPINOZA;SAN JOSE;-58,361807;-34,745143
38;ALEMANIA & SUECIA;SAN JOSE;-58,361244;-34,751067
35;SPINOZA & BOULEVARD ARMESTI;SAN JOSE;-58,360034;-34,747474
32;ONOFRE & JOSE VASCONCELLOS;SAN JOSE;-58,358992;-34,743678
28;MONROE Y BOULEVARD ARMESTI;SAN JOSE;-58,3572348;-34,7461005
786;DINAMARCA Y FREUD;SAN JOSE;-58,3692566;-34,753934
969;ALEMANIA & ERNESTO NAZARET;SAN JOSE;-58,3602873;-34,750559
1001;DINAMARCA Y VESPUCCIO;SAN JOSE;-58,3573883;-34,7479246
1028;ANCHORIS 1389;SAN JOSE;-58,3572834;-34,7520877
78;MAHATMA GANDHI ENTRE RIOBAMBA & LUIS SAENZ PEÑA (ALTURA 160 VEREDA PAR);SAN JOSE;-58,37537;-34,757349
76;GENERAL IRIARTE & ANATOLE FRANCE;SAN JOSE;-58,374756;-34,760855
68;EL CHURRINCHE & QUIRNO COSTA;TEMPERLEY;-58,372592;-34,76955
64;LITUANIA & RUBEN DE ROSAS;TEMPERLEY;-58,370942;-34,773855
62;EL CHURRINCHE & SENILLOSA;TEMPERLEY;-58,370368;-34,768418
60;QUILMES Y ASUNCION;TEMPERLEY;-58,369413;-34,7717791
55;ASUNCION & JURAMENTO;TEMPERLEY;-58,367321;-34,774566
788;EL ZORZAL Y SENILLOSA ;TEMPERLEY;-58,369696;-34,7693562
892;RUBEN DARIO Y CANGALLO ;TEMPERLEY;-58,3733416;-34,7652899
998;TARIJA & CARABOBO;TEMPERLEY;-58,3713821;-34,7753525
1043;LITUANIA & LA GOLONDRINA;TEMPERLEY;-58,3723345;-34,7719806
126;GENERAL IRIARTE & CARLOS TEJEDOR;TEMPERLEY;-58,385662;-34,766519
122;ZUVIRIA & BERNARDINO RIVADAVIA;TEMPERLEY;-58,384971;-34,772463
116;CARLOS CASARES & ANCHORENA;TEMPERLEY;-58,383274;-34,76765
110;CANGALLO & CARLOS CASARES;TEMPERLEY;-58,381877;-34,769785
109;INDALECIO GOMEZ & BLANCO ENCALADA;TEMPERLEY;-58,381786;-34,779735
106;14 DE JULIO & VELEZ SARSFIELD;TEMPERLEY;-58,381475;-34,76809
145;MITRE Y DON BOSCO ;TEMPERLEY;-58,3786816;-34,7727302
93;JOAQUIN V. GONZALEZ & BERNARDINO RIVADAVIA;TEMPERLEY;-58,378094;-34,76881
92;14 DE JULIO & ESTANISLAO ZEBALLOS;TEMPERLEY;-58,378062;-34,766611
88;EL ZORZAL Y AVENIDA CABRED;TEMPERLEY;-58,377608;-34,7734191
86;GENERAL ACHA & FLORENCIO VARELA;TEMPERLEY;-58,377474;-34,779372
85;INDALECIO GOMEZ & AVENIDA CABRED;TEMPERLEY;-58,376967;-34,777402
83;DON BOSCO & LA GOLONDRINA;TEMPERLEY;-58,376817;-34,774296
80;CARABOBO & LA CALANDRIA;TEMPERLEY;-58,375533;-34,769755
77;HECTOR FLORES & QUILMES;TEMPERLEY;-58,375031;-34,774656
75;DON BOSCO & TARIJA;TEMPERLEY;-58,374739;-34,777085
73;WARNES & DON BOSCO;TEMPERLEY;-58,373473;-34,778831
772;GENERAL GÜEMES & ANCHORENA;TEMPERLEY;-58,3808993;-34,7660042
778;QUIRNO COSTA & AVENIDA EVA PERÓN;TEMPERLEY;-58,3740403;-34,7676631
804;ANCHORENA 1439;TEMPERLEY;-58,3796699;-34,7655152
805;ITUZAINGÓ 1028;TEMPERLEY;-58,3858055;-34,7654548
806;BERNARDO DE IRIGOYEN & 14 DE JULIO;TEMPERLEY;-58,3853019;-34,7692169
808;JACINTO ROSSO & ALZAGA;TEMPERLEY;-58,3857845;-34,7785143
812;CARLOS TEJEDOR & CANGALLO;TEMPERLEY;-58,3826814;-34,7702247
913;VARELA 601;TEMPERLEY;-58,3837925;-34,7823609
960;GENERAL ACHA Y MARTI;TEMPERLEY;-58,3809551;-34,7747823
218;SAN ANTONIO & MIGUEL ESTANISLAO SOLER;TEMPERLEY;-58,403451;-34,784376
211;DORREGO & 25 DE MAYO;TEMPERLEY;-58,402625;-34,779139
207;SAN ANTONIO & CARLOS GUIDO SPANO;TEMPERLEY;-58,402244;-34,783754
203;SANTA INES & CARLOS GUIDO SPANO;TEMPERLEY;-58,401552;-34,78554
202;CALLE AVELLANEDA & CORONEL SUÃ¡REZ;TEMPERLEY;-58,40146;-34,775974
201;PICHINCHA & CORONEL BRANDSEN;TEMPERLEY;-58,400674;-34,779073
192;25 DE MAYO & GENERAL JOSÃ© TOMÃ¡S GUIDO;TEMPERLEY;-58,398806;-34,777086
187;PASO BAJO NIVEL TEMPERLEY;TEMPERLEY;-58,397918;-34,780341
184;AVENIDA MEEKS & 25 DE MAYO;TEMPERLEY;-58,397356;-34,776318
179;SANTA MARIA DE ORO Y CANGALLO;TEMPERLEY;-58,3955971;-34,7759622
173;JACINTO ROSSO Y VICENTE LONGHI;TEMPERLEY;-58,3944359;-34,7829001
168;CONDARCO & ESTEVEZ CORREA;TEMPERLEY;-58,393517;-34,779591
163;FLORENCIO VARELA & A. DRESCO;TEMPERLEY;-58,392159;-34,786951
160;INDALECIO GÃ³MEZ & GARCÃ­A DE RÃ­O;TEMPERLEY;-58,391123;-34,78495
149;A. GALLARDO Y RIVADAVIA;TEMPERLEY;-58,3907829;-34,7755546
154;VICENTE LONGHI & 30 DE SEPTIEMBRE;TEMPERLEY;-58,39042;-34,787975
153;CONSCRIPTO BERNARDI & ESTEVEZ CORREA;TEMPERLEY;-58,390419;-34,783488
148;INGENIERO MITRE Y CAROLA LORENZINI;TEMPERLEY;-58,389515;-34,7790985
147;VICENTE STEA & CONDARCO;TEMPERLEY;-58,389378;-34,777301
139;VICENTE STEA & JACINTO ROSSO;TEMPERLEY;-58,387631;-34,779531
136;CAROLA LORENZINI Y FLORENCIO VARELA;TEMPERLEY;-58,3868676;-34,7840804
131;INGENIERO MITRE & ALZAGA;TEMPERLEY;-58,386368;-34,77692
129;VICENTE STEA & INDALECIO GOMEZ;TEMPERLEY;-58,386046;-34,781876
747;PASAJE LORETO & 30 DE SEPTIEMBRE;TEMPERLEY;-58,3927337;-34,7892654
749;SANTA ANA & VILLAFAÑES;TEMPERLEY;-58,3941096;-34,787519
809;AVENIDA EVA PERÓN & SOLÍS;TEMPERLEY;-58,3890955;-34,775764
810;AVENIDA ALMIRANTE BROWN & CANGALLO;TEMPERLEY;-58,3923878;-34,7758607
826;MARIANO MORENO & CORONEL SUÁREZ;TEMPERLEY;-58,3995652;-34,7794325
888;PERITO MORENO 238 - ALARMA ;TEMPERLEY;-58,3919651;-34,782965
134;CARLOS CASARES & RIOBAMBA;TEMPERLEY;-58,386615;-34,762538
125;CARLOS CASARES & JUNCAL;TEMPERLEY;-58,385434;-34,764339
113;ITUZAINGÃ³ & GENERAL GÃ¼EMES;TEMPERLEY;-58,382818;-34,764045
107;ZEBALLOS & LUIS SAENZ PEÑA;TEMPERLEY;-58,381673;-34,761172
103;ESMERALDA Y JOAQUIN V. GONZALES;TEMPERLEY;-58,3807561;-34,7648979
99;GENERAL IRIARTE & ZEBALLOS;TEMPERLEY;-58,380054;-34,763634
91;ITUZAINGO Y JOSE MARMOL;TEMPERLEY;-58,3780486;-34,7615222
84;RUBEN DARIO Y JUNCAL;TEMPERLEY;-58,3769455;-34,7599002
81;PROSPERO G. ALLEMANDRI & JOSE MARMOL;TEMPERLEY;-58,376073;-34,764521
79;RUBEN DARIO & ESMERALDA;TEMPERLEY;-58,375408;-34,762137
815;ESMERALDA & BOMBERO ARIÑO;TEMPERLEY;-58,3784864;-34,7637158
897;LA HUERTA 194;TEMPERLEY;-58,3893347;-34,7651287
939;SAENZ PEÑA Y GUEMES ;TEMPERLEY;-58,3839495;-34,7623741
235;SAN BASILIO Y SAN ANTONIO;TEMPERLEY;-58,406752;-34,786208
248;PICHINCHA & INGENIERO LUIS HUERGO;TEMPERLEY;-58,408822;-34,784388
332;SAN BLAS & GENERAL JOSÃ© MARÃ­A PAZ;TEMPERLEY;-58,418966;-34,783897
305;CALLE AVELLANEDA Y SAN ISIDRO;TEMPERLEY;-58,4158616;-34,783703
293;CALLE AVELLANEDA & SAN ROQUE;TEMPERLEY;-58,414508;-34,782995
270;LINIERS & SCALABRINI ORTIZ;TEMPERLEY;-58,411616;-34,782801
329;SAN FRANCISCO & LAVALLE;TEMPERLEY;-58,418608;-34,782229
278;AVELLANEDA & SCALABRINI ORTIZ;TEMPERLEY;-58,4124481;-34,7817646
299;LAVALLE & JUAN BAUTISTA VAGO;TEMPERLEY;-58,415118;-34,780386
275;GENERAL JOSÃ© MARÃ­A PAZ & INGENIERO LUIS HUERGO;TEMPERLEY;-58,412089;-34,780191
250;CALLE AVELLANEDA & SAN PEDRO;TEMPERLEY;-58,408928;-34,779878
254;SAN PEDRO & GRAL. JOSE MARIA PAZ;TEMPERLEY;-58,409703;-34,778936
271;SAN CARLOS & LAVALLE;TEMPERLEY;-58,411672;-34,778574
283;SAN CARLOS & CORONEL PRINGLES;TEMPERLEY;-58,413017;-34,776852
258;MIGUEL ESTANISLAO SOLER & J. M. FERNÃ¡NDEZ;TEMPERLEY;-58,410013;-34,776401
237;LAVALLE & VICENTE LÃ³PEZ;TEMPERLEY;-58,406774;-34,77596
744;CALLE AVELLANEDA & VICENTE LÓPEZ;TEMPERLEY;-58,4052317;-34,7780401
816;LAVALLE & MIGUEL ESTANISLAO SOLER;TEMPERLEY;-58,4092903;-34,7772932
817;GARIBALDI & INGENIERO LUIS HUERGO;TEMPERLEY;-58,4149557;-34,7765291
827;AVENIDA HIPÓLITO YRIGOYEN & GENERAL JOSÉ MARÍA PAZ;TEMPERLEY;-58,4059105;-34,7775871
245;DORREGO & GARIBALDI;TEMPERLEY;-58,407814;-34,772719
214;ITALIA & GARIBALDI;TEMPERLEY;-58,402885;-34,770072
205;GENERAL JOSÃ© TOMÃ¡S GUIDO & J. M. FERNÃ¡NDEZ;TEMPERLEY;-58,401805;-34,77197
196;CORONEL PRINGLES & ESPAÃ±A;TEMPERLEY;-58,400215;-34,769909
188;AVENIDA MEEKS & LAVALLE;TEMPERLEY;-58,397919;-34,771213
177;ANCHORENA & ALBERDI;TEMPERLEY;-58,395364;-34,77346
176;JUNCAL & Ã�NGEL GALLARDO;TEMPERLEY;-58,395316;-34,769682
170;COLÃ³N & RIOBAMBA;TEMPERLEY;-58,393922;-34,767044
156;ANCHORENA & COLÃ³N;TEMPERLEY;-58,390642;-34,771406
155;JUNCAL & LUCIO V. LÃ³PEZ;TEMPERLEY;-58,39058;-34,767109
151;ZUVIRÃ­A & LUIS SÃ¡ENZ PEÃ±A;TEMPERLEY;-58,390273;-34,765674
143;GENERAL IRIARTE & ZUVIRÃ­A;TEMPERLEY;-58,388134;-34,767747
142;EMILIO CASTRO & GONZÃ¡LEZ CHAVES;TEMPERLEY;-58,388121;-34,772213
140;EMILIO CASTRO & CANGALLO;TEMPERLEY;-58,387966;-34,773025
137;14 DE JULIO 630;TEMPERLEY;-58,3868895;-34,7708775
967;MANUEL FERNANDEZ 12;TEMPERLEY;-58,3981341;-34,7699272
980;J. M. FERNÁNDEZ & AVENIDA MEEKS;TEMPERLEY;-58,3980864;-34,7699559
458;ADROGUE & 9 DE FEBRERO;LLAVALLOL;-58,432924;-34,796192
454;LUJAN & PADRE JAVIER;LLAVALLOL;-58,432206;-34,8111
446;TÃºPAC AMARU & DIEGO GIBSON;LLAVALLOL;-58,431426;-34,802638
436;ALBERDI & EL ROSEDAL;LLAVALLOL;-58,430702;-34,792885
431;INCA & JOSÃ© HERNÃ¡NDEZ;LLAVALLOL;-58,430334;-34,806791
429;CUYO & WILDE;LLAVALLOL;-58,43001;-34,81253
423;LUZURIAGA & ARISTÃ³BULO DE VALLE;LLAVALLOL;-58,429277;-34,796284
375;SILVA Y PADRE  JAVIER;LLAVALLOL;-58,4290761;-34,8152986
420;MOLDES & NESTOR DE LA PEÃ±A;LLAVALLOL;-58,429064;-34,789261
411;AÃ±ASCO & COMANDANTE LUIS PIEDRABUENA;LLAVALLOL;-58,428264;-34,793388
405;1 DE MARZO & TÃºPAC AMARU;LLAVALLOL;-58,427718;-34,807488
403;LEGISLADORES & ARRIBEÃ‘OS;LLAVALLOL;-58,427461;-34,787059
398;LUIS DAVILA & JOSE HERNANDEZ;LLAVALLOL;-58,426593;-34,811751
397;NESTOR DE LA PEÃ±A & DOCTOR GARCÃ­A;LLAVALLOL;-58,4264993;-34,793484
393;DARDO ROCHA & EL ROSEDAL;LLAVALLOL;-58,426326;-34,791209
388;CUYO & TÃºPAC AMARU;LLAVALLOL;-58,425614;-34,810224
386;N. SILVA & JOSE HERNANDEZ;LLAVALLOL;-58,425362;-34,813422
385;MONTES DE OCA & LAS ORCADAS;LLAVALLOL;-58,425342;-34,795409
381;KURTH & RAMON PARETA;LLAVALLOL;-58,424965;-34,803195
379;LA HUELLA & GENERAL JOSÃ© MARÃ­A PAZ;LLAVALLOL;-58,424271;-34,787353
376;ANTONIO SASTRE & TÃºPAC AMARU;LLAVALLOL;-58,424055;-34,811662
374;PROGRESO & CRAMER;LLAVALLOL;-58,42386;-34,790153
364;LUIS DAVILA & GRAL. NECOCHEA;LLAVALLOL;-58,422872;-34,809884
362;DANIEL ENZ & CHARLONE;LLAVALLOL;-58,422781;-34,800164
471;9 DE FEBRERO & EL ROSEDAL;LLAVALLOL;-58,434309;-34,794372
473;LUZURIAGA & HÃºSARES;LLAVALLOL;-58,434556;-34,78922
479;LIBRES DE SUR & BV. SANTA CATALINA;LLAVALLOL;-58,4354993;-34,7952572
484;PADRE JAVIER & MAGALLANES;LLAVALLOL;-58,435858;-34,806255
492;9 DE FEBRERO & ARRIBEÑOS;LLAVALLOL;-58,4363764;-34,7915625
755;UCRANIA & ANTÁRTIDA ARGENTINA;LLAVALLOL;-58,434318;-34,8026967
763;PRIMERO DE MARZO  Y NECOCHEA ;LLAVALLOL;-58,4243918;-34,8058917
764;DUHALDE & GERMAN KURTH;LLAVALLOL;-58,4328759;-34,8073182
777;INCA & BAHÍA BLANCA;LLAVALLOL;-58,4348516;-34,8090501
813;OLAVARRÍA & SAN AGUSTÍN;LLAVALLOL;-58,4340074;-34,7875367
818;FRIEDRICHS Y ADROGUE;LLAVALLOL;-58,4317686;-34,795202
819;ANTÁRTIDA ARGENTINA & DUHALDE;LLAVALLOL;-58,4367062;-34,8038847
820;UCRANIA & SANTOS VEGA;LLAVALLOL;-58,4302615;-34,8094606
821;SANTOS VEGA & RAMÓN PARETA;LLAVALLOL;-58,4241434;-34,8042552
822;ANTÁRTIDA ARGENTINA 2033;LLAVALLOL;-58,4293048;-34,8001696
823;POLONIA & ANTÁRTIDA ARGENTINA;LLAVALLOL;-58,4310966;-34,8010846
824;MONTES DE OCA & LOS LAURELES;LLAVALLOL;-58,4245715;-34,7951047
825;ARGERICH & TACUARÍ;LLAVALLOL;-58,4236858;-34,7955058
887;WILDE Y MELBER- ALARMA ;LLAVALLOL;-58,4309479;-34,8112622
1003;MOLDES & LUZURIAGA;LLAVALLOL;-58,4330396;-34,7912707
1004;KURT Y HERNANDEZ;LLAVALLOL;-58,4307242;-34,8062794
1034;POLONIA & SILVA;LLAVALLOL;-58,4226108;-34,8121139
1037;ALARMA;LLAVALLOL;-58,4288739;-34,8140538
1039;ASCASUBI & TÚPAC AMARU;LLAVALLOL;-58,4298936;-34,8046188
445;SAN AGUSTIN Y DARDO ROCHA ;LLAVALLOL;-58,4298656;-34,7854264
468;MADRID Y PRINGLES ;LLAVALLOL;-58,4266953;-34,7840212
890;MONACO Y ARAGUAYA ;LLAVALLOL;-58,42348;-34,7845981
929;NESTOR DE LA PEÑA 742;LLAVALLOL;-58,4316752;-34,7860159
353;IRALA & AVENIDA DEL REY;LLAVALLOL;-58,421759;-34,792802
351;MACHADO DE ASIS & 25 DE MAYO;LLAVALLOL;-58,421414;-34,789359
350;DOCTOR JORGE MELBER & DOYHENARD;LLAVALLOL;-58,421377;-34,806301
341;LA PORTEÃ±A & 1 DE MARZO;LLAVALLOL;-58,420605;-34,804076
335;ANTARTIDA ARGENTINA & MENDOZA;LLAVALLOL;-58,419481;-34,795158
333;ARAGON & 25 DE MAYO;LLAVALLOL;-58,419356;-34,788489
330;LA PORTEÃ‘A & CUYO;LLAVALLOL;-58,418616;-34,80672
320;RONDEAU & DOCTOR JORGE MELBER;LLAVALLOL;-58,41774;-34,804509
310;DIEGO GIBSON & EL CHACO;LLAVALLOL;-58,416581;-34,794773
304;N. SILVA & CHARLONE;LLAVALLOL;-58,415757;-34,808648
296;CUYO & ROSALES;LLAVALLOL;-58,414663;-34,805161
355;ALMIRANTE SEGUÃ & BOUCHARD ;LLAVALLOL;-58,4137159;-34,8080106
284;JUAN B. JUSTO & 1Â° DE MARZO;LLAVALLOL;-58,413356;-34,79997
277;ANTONIO SASTRE & DEAN FUNES;LLAVALLOL;-58,412302;-34,806441
256;ANTONIO SASTRE & JUAN B. JUSTO;LLAVALLOL;-58,409828;-34,804655
251;MERCEDES & JACINTO VIERA;LLAVALLOL;-58,409168;-34,801393
792;LA HUELLA Y VICTORIA ;LLAVALLOL;-58,4217359;-34,7907135
894;SILVA Y WRIGHT ;LLAVALLOL;-58,4079691;-34,8051082
900;FRIAS 3113;LLAVALLOL;-58,4125631;-34,7958203
907;MARIÑO 2126;LLAVALLOL;-58,4198566;-34,7911785
915;PARETA 1081;LLAVALLOL;-58,4214281;-34,8080605
942;LUJAN Y SAN VLADMIRO;LLAVALLOL;-58,4136649;-34,8012817
999;ALMIRANTE F. J. SEGUÍ & ROSALES;LLAVALLOL;-58,4123144;-34,808137
1029;9 DE JULIO Y ARAGUAYA;LLAVALLOL;-58,4183504;-34,791498
1047;1 DE MARZO & AVENIDA DEL REY;LLAVALLOL;-58,4171429;-34,8018863
105;SERRANO & GENERAL CAPDEVILA;BANFIELD;-58,380872;-34,74225
102;COCHABAMBA & GRANADEROS;BANFIELD;-58,380599;-34,746076
100;GRAL. CAMPOS & MATHEU;BANFIELD;-58,380276;-34,75222
98;GENERAL CAPDEVILA & AVENIDA CASTRO BARROS;BANFIELD;-58,379851;-34,740218
97;RODRIGUEZ BRITO & MIGUEL CANE;BANFIELD;-58,379662;-34,749876
95;GRAL. CAMPOS & PEDERNERA;BANFIELD;-58,379347;-34,753791
94;RINCON & PRESIDENTE DERQUI;BANFIELD;-58,378709;-34,744273
89;MONSENOR ALEJANDRO SCHELL & RODRIGUEZ BRITO;BANFIELD;-58,37798;-34,752048
87;MIGUEL CANE & PRESIDENTE QUINTANA;BANFIELD;-58,37759;-34,748771
82;CABRERA & 11 DE SEPTIEMBRE;BANFIELD;-58,376301;-34,74247
74;BELISARIO ROLDAN & PEÑA;BANFIELD;-58,373513;-34,743519
72;GENERAL PINTOS & BOULOGNE SUR MER;BANFIELD;-58,373314;-34,747565
70;11 DE SEPTIEMBRE & PEDERNERA;BANFIELD;-58,373201;-34,750537
69;CERRITO & CARHUE;BANFIELD;-58,373103;-34,754303
67;GRANADEROS Y BUENOS AIRES;BANFIELD;-58,372377;-34,741545
66;BELISARIO ROLDAN & MELO;BANFIELD;-58,3718224;-34,7447104
63;PEDERNERA & BELISARIO ROLDAN;BANFIELD;-58,370739;-34,749254
58;CAPITAN ROJAS & GUARDIA NACIONAL;BANFIELD;-58,36913;-34,751072
57;BUENOS AIRES & EZEIZA;BANFIELD;-58,368676;-34,746468
774;GRANADEROS & SERRANO;BANFIELD;-58,3770738;-34,7440428
784;MANUELITA ROSAS Y  PINTOS;BANFIELD;-58,3741202;-34,7479461
785;BARCELO Y EZEIZA ;BANFIELD;-58,3668321;-34,7455669
