fid;Name;CGM;Lon;Lat
811;PRESIDENTE QUINTANA & RINCÓN;BANFIELD;-58,3797865;-34,743121
898;BOULOUGNE SUR MER 401;BANFIELD;-58,3722071;-34,7489994
952;LANUS Y LA PLATA;BANFIELD;-58,3690373;-34,7476816
981;LAMADRID 1761;BANFIELD;-58,3757162;-34,7532201
1009;JULIO CORTÁZAR & MONSEÑOR ALEJANDRO SCHELL;BANFIELD;-58,3804901;-34,7533526
159;CABRERA & BELGRANO;BANFIELD;-58,39092;-34,738836
158;GASCÃ³N & PUEYRREDÃ³N;BANFIELD;-58,390919;-34,747436
152;PUEYRREDON & COCHABAMBA;BANFIELD;-58,390417;-34,744794
150;VIAMONTE & MEDRANO;BANFIELD;-58,38973;-34,748813
146;CASTRO BARROS & PUEYRREDON;BANFIELD;-58,388999;-34,737923
144;VIAMONTE & TALCAHUANO;BANFIELD;-58,38857;-34,74265
138;GENERAL ARENALES & MAIPÃº;BANFIELD;-58,387315;-34,74399
135;GRANADEROS & GENERAL LEVALLE;BANFIELD;-58,386623;-34,749387
132;AVENIDA CASTRO BARROS & GENERAL ARENALES;BANFIELD;-58,386404;-34,738325
130;PASAJE DIEZ CABALLERO & GENERAL LEVALLE;BANFIELD;-58,386267;-34,747362
123;SERRANO Y GRAL. LEVALLE;BANFIELD;-58,384973;-34,741059
121;GENERAL PALACIOS & COCHABAMBA;BANFIELD;-58,384699;-34,745518
119;GALLO & GRAL. PALACIOS;BANFIELD;-58,384051;-34,750173
115;CABRERA & GENERAL PALACIOS;BANFIELD;-58,383118;-34,740478
114;MIGUEL CANE Y PALACIOS;BANFIELD;-58,3830172;-34,7515792
112;BUSTOS Y GRAL CAMPOS;BANFIELD;-58,3826382;-34,7431246
111;GENERAL PINTOS & GENERAL PALACIOS;BANFIELD;-58,382445;-34,752336
758;GENERAL CAPDEVILA & PEÑA;BANFIELD;-58,3823184;-34,7481047
781;BELGRANO & PRESBITERO JOSÉ MALABIA;BANFIELD;-58,3902787;-34,7364751
782;GENERAL CAPDEVILA & PEÑA;BANFIELD;-58,3823184;-34,7481047
902;VIAMONTE 1896;BANFIELD;-58,3879118;-34,7393392
914;CAMPOS 894;BANFIELD;-58,3824806;-34,7493436
180;CARLOS PELLEGRINI & GALLO;BANFIELD;-58,395988;-34,750317
186;LEANDRO N. ALEM & LAS HERAS;BANFIELD;-58,397496;-34,750096
987;LAS HERAS & MANUEL CASTRO;BANFIELD;-58,4018422;-34,749511
979;PEÑA 166;BANFIELD;-58,3933284;-34,7494036
807;AVENIDA ADOLFO ALSINA & MEDRANO;BANFIELD;-58,3942072;-34,7486457
970;MEDRANO 171;BANFIELD;-58,3931674;-34,7483365
930;CMA;BANFIELD;-58,4059178;-34,7480748
224;BERNARDO DE MONTEAGUDO & GENERAL JOSÃ© DE SAN MARTÃ­N;BANFIELD;-58,404554;-34,74793
190;MARTIN CAPELLO Y MANUEL ACEVEDO;BANFIELD;-58,3984299;-34,7475614
934;AV. HIPÓLITO YRIGOYEN 7896;BANFIELD;-58,3996402;-34,747278
925;AV. ADOLFO ALSINA 893;BANFIELD;-58,3940416;-34,7468612
988;ALVEAR 920;BANFIELD;-58,4061763;-34,7483633
989;AVENIDA HIPÓLITO YRIGOYEN & MARTÍN CAPELLO;BANFIELD;-58,3997777;-34,7473796
991;AVENIDA ADOLFO ALSINA & GASCÓN;BANFIELD;-58,3938663;-34,7470223
992;MEDRANO 178;BANFIELD;-58,3929585;-34,7482148
96;FONROUGE Y PALACIOS;BANFIELD;-58,3793698;-34,7563319
90;GRAL. CAMPOS & FONROUGE;BANFIELD;-58,377986;-34,755642
354;BERNARDO DE MONTEAGUDO & VETERE;BANFIELD;-58,421807;-34,745674
349;ALBERTO LARROQUE & VETERE;BANFIELD;-58,421288;-34,741879
346;DOMINGO FRENCH & VETERE;BANFIELD;-58,420946;-34,739298
344;MARCOS GRIGERA & FRANCISCO MONTERO;BANFIELD;-58,420762;-34,743268
338;BELELLI & MARTIN CAPELLO;BANFIELD;-58,420231;-34,744625
334;RODRIGUEZ PEÃ±A & BELELLI;BANFIELD;-58,419377;-34,738246
321;AVENIDA SANTA FE & DOMINGO FRENCH;BANFIELD;-58,418097;-34,739546
317;MARTIN CAPELLO Y ESTRADA;BANFIELD;-58,4174444;-34,7449935
309;ESTRADA Y RODRIGUEZ PEÃ±A;BANFIELD;-58,4165263;-34,7384902
307;ESTRADA & J. DARRAGUEIRA;BANFIELD;-58,416244;-34,736124
302;VIEYTES & COMAHUE;BANFIELD;-58,415578;-34,737508
297;ANTONIO BERUTTI & PAYRÃ³ ROBERTO J.;BANFIELD;-58,414905;-34,741288
290;ARÃ¡OZ & COMAHUE;BANFIELD;-58,414058;-34,733838
287;13 DE DICIEMBRE & PAYRÃ³ ROBERTO J.;BANFIELD;-58,413699;-34,735787
282;ANTONIO MENTRUYT & RODRIGUEZ PEÃ±A;BANFIELD;-58,412938;-34,739279
268;CERROS COLORADOS & SUPE;BANFIELD;-58,411397;-34,737414
244;TUCUMAN Y CAPELLO;BANFIELD;-58,4113381;-34,7458061
264;TUCUMÃ¡N & ANTONIO BERUTTI;BANFIELD;-58,410589;-34,742024
261;TUCUMÃ¡N & DOMINGO FRENCH;BANFIELD;-58,410414;-34,740994
255;TUCUMÃ¡N & J. DARRAGUEIRA;BANFIELD;-58,409738;-34,737171
253;ALMAFUERTE & ALBERTO LARROQUE;BANFIELD;-58,409379;-34,743415
249;DOMINGO FRENCH & ALMAFUERTE;BANFIELD;-58,408919;-34,741257
263;ARÃ¡OZ & MANUEL BALIÃ±A;BANFIELD;-58,4075596;-34,7348505
753;VIEYTES & PASAJE PALLICH;BANFIELD;-58,4184795;-34,7370892
797;TUCUMÁN 1975;BANFIELD;-58,4092001;-34,7349654
798;ANTONIO MENTRUYT & J. DARRAGUEIRA;BANFIELD;-58,4120148;-34,7366942
799;ALBERTO LARROQUE 1159;BANFIELD;-58,4118797;-34,7429188
973;MENTRUYT Y GRIGERA;BANFIELD;-58,4139944;-34,7440636
319;ESTRADA & LAS HERAS;BANFIELD;-58,417722;-34,747214
174;LAS HERAS & MENTRUYT;BANFIELD;-58,4148057;-34,7476036
294;ANTONIO MENTRUYT & BERNARDO DE MONTEAGUDO;BANFIELD;-58,414572;-34,746563
754;BALIÑA & MONTEAGUDO;BANFIELD;-58,4131739;-34,7467721
210;FÃ©LIX DE AZARA & MARCOS GRIGERA;BANFIELD;-58,402542;-34,745784
169;AVENIDA ADOLFO ALSINA & CHACABUCO;BANFIELD;-58,393689;-34,745607
924;AV. HIPÓLITO YRIGOYEN 7754;BANFIELD;-58,39931;-34,7455816
985;AV. HIPÓLITO YRIGOYEN 7740;BANFIELD;-58,399186;-34,7455395
239;CARLOS CROCE & MARCOS GRIGERA;BANFIELD;-58,406907;-34,745152
189;ACEVEDO Y LARROQUE;BANFIELD;-58,39792;-34,745059
222;GENERAL JOSÃ© DE SAN MARTÃ­N & ALBERTO LARROQUE;BANFIELD;-58,403746;-34,744288
917;VERGARA 1400;BANFIELD;-58,3948452;-34,7442251
200;MANUEL CASTRO & ANTONIO BERUTTI;BANFIELD;-58,400616;-34,74348
910;BERUTTI 600;BANFIELD;-58,4034945;-34,743106
185;DOMINGO FRENCH & MANUEL ACEVEDO;BANFIELD;-58,397465;-34,742714
232;CARLOS CROCE & ANTONIO BERUTTI;BANFIELD;-58,406361;-34,742687
198;MANUEL CASTRO & DOMINGO FRENCH;BANFIELD;-58,400401;-34,742325
966;VALENTIN VERGARA 1557;BANFIELD;-58,394371;-34,7422538
204;DOMINGO FRENCH & FÃ©LIX DE AZARA;BANFIELD;-58,401789;-34,742144
226;DOMINGO FRENCH Y ALVEAR;BANFIELD;-58,4047265;-34,7417881
935;RINCÓN 230;BANFIELD;-58,3922771;-34,7409131
986;RINCÓN 232;BANFIELD;-58,3922512;-34,7407986
215;GENERAL JOSÃ© DE SAN MARTÃ­N & RODRIGUEZ PEÃ±A;BANFIELD;-58,403022;-34,740766
959;RINCON Y VERGARA;BANFIELD;-58,394193;-34,7406379
240;RODRIGUEZ PEÃ±A & JOSÃ© MARÃ­A PENNA;BANFIELD;-58,407269;-34,740236
194;MANUEL CASTRO & VIEYTES;BANFIELD;-58,399847;-34,73983
164;AVENIDA ADOLFO ALSINA & SERRANO;BANFIELD;-58,392549;-34,739765
223;GENERAL CARLOS MARÃ­A DE ALVEAR & VIEYTES;BANFIELD;-58,404134;-34,73917
209;GENERAL JOSÃ© DE SAN MARTÃ­N & J. DARRAGUEIRA;BANFIELD;-58,40249;-34,738225
175;LEANDRO N. ALEM & TOMÃ¡S GODOY CRUZ;BANFIELD;-58,395159;-34,738153
783;MANUEL CASTRO Y GODOY CRUZ;BANFIELD;-58,3993346;-34,7374134
167;VALENTIN VERGARA Y CASTRO BARROS;BANFIELD;-58,3934788;-34,7371908
233;JOSÃ© MARÃ­A PENNA & TOMÃ¡S GODOY CRUZ;BANFIELD;-58,406434;-34,736292
199;ARÃ¡OZ & FÃ©LIX DE AZARA;BANFIELD;-58,400451;-34,735992
227;ARÃ¡OZ & CARLOS CROCE;BANFIELD;-58,404803;-34,735288
990;COCHABAMBA 250;BANFIELD;-58,3926328;-34,7444707
457;MARIANO BOEDO Y FEDERICO CHOPIN;LOMAS;-58,4328769;-34,7549678
104;PEDERNERA Y GRAL PALACIOS;LOMAS;-58,3808163;-34,7545723
128;MELO & LUGANO;LOMAS;-58,386021;-34,752944
120;MIGUEL CANE & GENERAL LEVALLE;LOMAS;-58,384645;-34,752432
1013;MONSEÑOR ALEJANDRO SCHELL & GENERAL LEVALLE;LOMAS;-58,3829405;-34,7546377
407;AMADO NERVO & SÃ¡NCHEZ DE BUSTAMANTE;LOMAS;-58,427974;-34,766538
400;CASEROS & CORRIENTES;LOMAS;-58,4268599;-34,7691597
380;MONSEÑOR CHIMENTO Y ENTRE RIOS;LOMAS;-58,4249029;-34,7682302
370;GRAL. FRIAS & LAGO ARGENTINO;LOMAS;-58,423754;-34,772399
369;RIO TURBIO Y GENERAL FRIAS;LOMAS;-58,423659;-34,7715206
367;GRAL. FRIAS & SANCHEZ DE BUSTAMANTE;LOMAS;-58,423426;-34,767159
359;GENERAL ANTONIO JOSÃ© DE SUCRE & MONSEÃ±OR CHIMENTO;LOMAS;-58,422354;-34,768555
347;CASEROS & 24 DE MAYO;LOMAS;-58,421198;-34,769961
229;JOSÃ© PEREYRA LUCENA & AZARA ;LOMAS;-58,4041893;-34,7539743
181;ALBERTI Y LAS VIAS;LOMAS;-58,396385;-34,7539372
904;ACEVEDO 618;LOMAS;-58,3995879;-34,7533791
843;JUAN JOSÉ CASTELLI Y ALVEAR;LOMAS;-58,4070159;-34,7524293
182;PEDRO GOYENA & SUBTENIENTE MOLINERO;LOMAS;-58,396709;-34,752097
166;MELO & BELGRANO;LOMAS;-58,393277;-34,75195
208;JUAN JOSE PASO Y MANUEL CASTRO;LOMAS;-58,4023346;-34,7518973
219;FELIX DE AZARA Y JUAN LARREA;LOMAS;-58,4034627;-34,7506107
220;FELIX DE AZARA & JUAN LARREA;LOMAS;-58,403492;-34,750565
594;ACEVEDO 867;LOMAS;-58,3987814;-34,7502664
1015;JUAN JOSÉ PASO & PEDRO GOYENA;LOMAS;-58,3968759;-34,7526242
178;SARANDÃ­ & POZOS;LOMAS;-58,395526;-34,762535
172;PEDERNERA & BELGRANO;LOMAS;-58,394389;-34,757839
171;JUNIN & LAS PIEDRAS;LOMAS;-58,394313;-34,765013
165;PUEYRREDON & MONSEÃ‘OR SHEL;LOMAS;-58,392738;-34,7568867
162;FONROUGE & VIAMONTE;LOMAS;-58,391982;-34,760553
161;MATHEU & VIAMONTE;LOMAS;-58,391153;-34,755868
157;LA HUERTA Y CERRITO;LOMAS;-58,3906984;-34,7635044
141;PEDERNERA & AMERO;LOMAS;-58,388119;-34,758355
133;LAMADRID Y PIROVANO;LOMAS;-58,3864514;-34,7588342
127;PEDERNERA Y CALLE NICORA;LOMAS;-58,3859961;-34,7572554
124;LAMADRID Y C. NICORA;LOMAS;-58,3852312;-34,7582319
118;CERRITO Y NICORA;LOMAS;-58,3839669;-34,7599399
117;PEDERNERA Y LUGANO;LOMAS;-58,3835844;-34,7559848
108;CERRITO & BOMBERO ARIÃ±O;LOMAS;-58,381735;-34,758796
101;GRAL LEVALLE Y CERRITO;LOMAS;-58,3803743;-34,7580482
908;FONRROUGE 199;LOMAS;-58,3949183;-34,7601912
912;LAMADRID Y PUEYRREDON;LOMAS;-58,3932044;-34,7591089
968;ALMIRANTE BROWN 2163;LOMAS;-58,3965242;-34,7618226
975;AV. ALMTE. BROWN 2163;LOMAS;-58,3965571;-34,7619365
1006;LAMADRID & GENERAL LEVALLE;LOMAS;-58,3816491;-34,756329
1017;PIROVANO & MATHEU;LOMAS;-58,3879184;-34,7562522
363;J. DE GALINDEZ & SEGUNDA ANDES;LOMAS;-58,422812;-34,777811
303;FRAY LUIS BELTRÃ¡N & LAUREANO OLIVER;LOMAS;-58,415748;-34,775521
361;OLIDEN & GENERAL ANTONIO JOSÃ© DE SUCRE;LOMAS;-58,422605;-34,77483
336;CORONEL JUSTO G. BERMÃºDEZ & RICHIERI;LOMAS;-58,419614;-34,774675
394;LAGO ALUMINÃ© & PICO TRUNCADO;LOMAS;-58,426378;-34,776019
780;SEVILLA & RICHIERI;LOMAS;-58,4242866;-34,7772019
893;SUCRE Y OLIVER;LOMAS;-58,4201628;-34,7778529
1019;RICHIERI & 24 DE MAYO;LOMAS;-58,4206851;-34,775252
401;JUAN A. GARONA & AMADO NERVO;LOMAS;-58,426983;-34,761849
399;CORONEL RAMON FALCON & MAESTRA CATALINA RODRIGUEZ;LOMAS;-58,426624;-34,764236
383;AVENIDA COLOMBRES & CORRIENTES;LOMAS;-58,425032;-34,760794
382;CATAMARCA & CORONEL RAMÃ³N FALCÃ³N;LOMAS;-58,424969;-34,764484
378;MARIANO BOEDO & 12 DE OCTUBRE;LOMAS;-58,424256;-34,75614
373;LAPRIDA & VETERE;LOMAS;-58,423852;-34,757438
371;SIXTO FERNANDEZ & ENTRE RIOS;LOMAS;-58,423768;-34,763455
360;GALLARDON & ANTONIO SÃ¡ENZ;LOMAS;-58,422601;-34,755031
357;LORIA Y GENERAL FRIAS;LOMAS;-58,4221209;-34,7599419
340;GRAL. ANTONIO SUCRE & LORIA;LOMAS;-58,420571;-34,760145
331;LAPRIDA & PAYRO;LOMAS;-58,418709;-34,758136
328;SIXTO FERNANDEZ Y BOQUERON;LOMAS;-58,4184967;-34,7642143
327;MARIANO BOEDO Y PAYRO ROBERTO J.;LOMAS;-58,4184436;-34,7569326
326;BOQUERON & JUAN A. GARONA;LOMAS;-58,4182632;-34,7630935
318;JOSE IGNACIO GORRITI & BOQUERON;LOMAS;-58,417529;-34,759447
312;ANTONIO SAENZ & ANTONIO MENTRUYT;LOMAS;-58,416808;-34,755866
311;AV. COLOMBRES & FRAY LUIS BELTRAN;LOMAS;-58,41664;-34,761991
301;LORIA 1250 (E/ BELTRAN Y POSADAS);LOMAS;-58,4155427;-34,761149
291;LAPRIDA & TUCUMÃ¡N;LOMAS;-58,414264;-34,758789
286;IGNACIO Ã�LVAREZ THOMAS & JUAN A. GARONA;LOMAS;-58,413682;-34,763759
276;JOSE IGNACIO GORRITI & MONSEÑOR SOLARI;LOMAS;-58,4122382;-34,7602285
272;LORIA Y OLAZABAL;LOMAS;-58,411797;-34,7614463
262;JOSE MARIA PENNA & FRANCISCO PORTELA;LOMAS;-58,410504;-34,755584
260;LORIA & EUSTAQUIO DIAZ VELEZ;LOMAS;-58,410394;-34,761659
257;LAPRIDA Y CARLOS CROCE;LOMAS;-58,4099138;-34,7594033
243;GENERAL CARLOS MARÃ­A DE ALVEAR & FRANCISCO PORTELA;LOMAS;-58,407712;-34,755964
241;LORIA & SIMON BOLIVAR;LOMAS;-58,407511;-34,76211
238;GRAL. JOSE DE SAN MARTIN 46;LOMAS;-58,406896;-34,759106
225;SARMIENTO & LORIA;LOMAS;-58,404559;-34,762552
221;MANUEL CASTRO & ANTONIO SÃ¡ENZ;LOMAS;-58,403521;-34,757736
216;PEDRO IGNACIO RIVERA & MANUEL CASTRO;LOMAS;-58,40306;-34,755435
195;JOSE IGNACIO GORRITI & LEANDRO N. ALEM;LOMAS;-58,399906;-34,76191
193;FRANCISCO PORTELA & LEANDRO N. ALEM;LOMAS;-58,3989071;-34,757196
756;MANUEL ACEVEDO 300;LOMAS;-58,4003548;-34,7570078
828;MARIANO BOEDO & MANUEL ACEVEDO;LOMAS;-58,4006125;-34,7593674
829;JOSÉ PEREYRA LUCENA & LEANDRO N. ALEM;LOMAS;-58,3985033;-34,7550485
844;FRANCISCO PORTELA & FÉLIX DE AZARA;LOMAS;-58,4046853;-34,7563953
845;ANTONIO SÁENZ & FÉLIX DE AZARA;LOMAS;-58,4044045;-34,7575939
846;MARIANO BOEDO & TUCUMÁN;LOMAS;-58,4145954;-34,75748
849;LAPRIDA & JULIO MASSENET;LOMAS;-58,4263098;-34,7570446
920;BALDOMERO FERNÁNDEZ MORENO 120;LOMAS;-58,4270143;-34,7583311
932;AV. HIPÓLITO YRIGOYEN 9243;LOMAS;-58,4033375;-34,7632656
938;MONSEÑOR PIAGGIO & JUAN A. GARONA;LOMAS;-58,4095103;-34,7643137
950;PJE GONZALEZ Y LORIA ;LOMAS;-58,4039678;-34,7632886
993;AVENIDA COLOMBRES & 24 DE MAYO;LOMAS;-58,4194057;-34,7615916
996;LORIA 648;LOMAS;-58,4066941;-34,7622738
478;LÃ³PEZ BUCHARDO & AMANCIO WILLIAMS;LOMAS;-58,435199;-34,751423
464;PEDRO MASCAGNI & ANTONIO SÃ¡ENZ;LOMAS;-58,43341;-34,753422
453;PEDRO IGNACIO RIVERA & FEDERICO CHOPIN;LOMAS;-58,432185;-34,751269
424;MARIANO BOEDO Y FELIPE BOERO;LOMAS;-58,4295105;-34,755411
422;FELIPE BOERO 165;LOMAS;-58,429225;-34,754503
412;JUAN LARREA Y FELIPE BOERO;LOMAS;-58,4282887;-34,7468758
409;FRANCISCO PORTELA & JOSE VERDI;LOMAS;-58,428182;-34,752963
406;JOSÃ© PEREYRA LUCENA & JOSE VERDI;LOMAS;-58,427736;-34,750579
395;ANTONIO SAENZ Y CAYETANO DONIZETTI;LOMAS;-58,4264181;-34,7543595
387;JOSE PEREYRA LUCENA Y CAYETANO DONIZETTI;LOMAS;-58,4255099;-34,7508927
372;JUAN JOSÃ© PASO & 12 DE OCTUBRE;LOMAS;-58,423771;-34,748745
368;JOSE PEREYRA LUCENA Y 12 DE OCTUBRE;LOMAS;-58,4235664;-34,7511685
365;FRANCISCO PORTELA & VETERE;LOMAS;-58,423026;-34,753689
356;VETERE Y JUAN LARREA;LOMAS;-58,4220906;-34,747817
345;JUAN JOSE PASO & BELELLI;LOMAS;-58,420817;-34,749198
343;JUAN LARREA Y BELELLI;LOMAS;-58,420693;-34,74803
339;PEDRO IGNACIO RIVERA & AVENIDA SANTA FE;LOMAS;-58,420478;-34,752839
325;JUAN JOSE CASTELLI & ESTRADA;LOMAS;-58,418194;-34,750774
314;JOSÃ© PEREYRA LUCENA & PAYRÃ³ ROBERTO J.;LOMAS;-58,417092;-34,752148
298;FRANCISCO PORTELA Y MANUEL BALIÑA;LOMAS;-58,4150904;-34,7549085
281;JULIAN AGUIRRE Y JUAN LARREA;LOMAS;-58,4129013;-34,7492016
279;JOSÃ© PEREYRA LUCENA & TUCUMÃ¡N;LOMAS;-58,412866;-34,752803
266;ALMAFUERTE &Â  JUAN JOSE CASTELLI;LOMAS;-58,4111931;-34,7518261
246;JUAN LARREA & CARLOS CROCE;LOMAS;-58,407908;-34,74994
745;JUAN JOSÉ CASTELLI & JOSÉ MARÍA PENNA;LOMAS;-58,4097264;-34,7520338
759;MANUEL DE FALLA & FRANCISCO PORTELA;LOMAS;-58,4302814;-34,752684
848;FRANCISCO PORTELA & AVENIDA SANTA FE;LOMAS;-58,420822;-34,7541093
891;FALLA Y PEREYRA LUCENA ;LOMAS;-58,4298338;-34,7503241
945;PASO Y JULIAN AGUIRRE;LOMAS;-58,4131641;-34,750309
958;AMANCIO WILLIAMS 2908;LOMAS;-58,4331159;-34,7500531
1010;JUAN LARREA & MARGIN ROCA;LOMAS;-58,4261746;-34,7472071
1024;PAYRÓ ROBERTO Y CASTELLI;LOMAS;-58,4168611;-34,7507954
1026;JUAN JOSÉ CASTELLI & GREGORIA PÉREZ;LOMAS;-58,4280766;-34,7492887
1027;LAS TROPAS & DOCTOR TOMÁS ITURRIOZ;LOMAS;-58,4299016;-34,7478284
1050;ANTONIO SÁENZ & JULIO MASSENET;LOMAS;-58,4251613;-34,7545802
419;LAS HERAS & GUTENBERG;LOMAS;-58,428861;-34,745686
342;24 DE MAYO & SÃ¡NCHEZ DE BUSTAMANTE;LOMAS;-58,420675;-34,767535
847;24 DE MAYO & CALLE MOLINA ARROTEA;LOMAS;-58,4203422;-34,765946
337;RÃ­O TURBIO & BOQUERÃ³N;LOMAS;-58,420205;-34,771891
348;FALCON Y BOQUERON ;LOMAS;-58,418688;-34,7653829
323;FRAY LUIS BELTRÃ¡N & MONSEÃ±OR JUAN CHIMENTO;LOMAS;-58,418141;-34,769175
322;OLIDEN & FRAY LUIS BELTRÃ¡N;LOMAS;-58,418138;-34,772458
793;PAVON Y POSADAS ;LOMAS;-58,4170808;-34,7715174
308;GERVASIO ANTONIO POSADAS 745;LOMAS;-58,4163797;-34,7681723
313;RICHIERI Y ALVAREZ THOMAS ;LOMAS;-58,4149112;-34,7722142
292;CALLE MOLINA ARROTEA & IGNACIO Ã�LVAREZ THOMAS;LOMAS;-58,414503;-34,76725
288;OLAZÃ¡BAL & CASEROS;LOMAS;-58,413818;-34,770994
779;OLAZÁBAL & SÁNCHEZ DE BUSTAMANTE;LOMAS;-58,4133143;-34,7686127
273;OLIDEN & EUSTAQUIO DÃ­AZ VÃ©LEZ;LOMAS;-58,411972;-34,769143
269;CORONEL RAMÃ³N FALCÃ³N & EUSTAQUIO DÃ­AZ VÃ©LEZ;LOMAS;-58,411433;-34,766433
858;SIMÓN BOLÍVAR & MONSEÑOR JUAN CHIMENTO;LOMAS;-58,40924;-34,7704686
247;CALLE MOLINA ARROTEA & SIMÃ³N BOLÃ­VAR;LOMAS;-58,40875;-34,768118
242;CORNELIO SAAVEDRA & MONSEÃ±OR JUAN CHIMENTO;LOMAS;-58,407656;-34,770688
230;SARMIENTO & SANCHEZ DE BUSTAMANTE;LOMAS;-58,405998;-34,769723
212;ITALIA & CORONEL RAMÃ³N FALCÃ³N;LOMAS;-58,402816;-34,767665
197;SIXTO FERNÃ¡NDEZ & ESPAÃ±A;LOMAS;-58,400251;-34,766545
886;LOMAS HIGH SCHOOL ALARMA ;LOMAS;-58,4070778;-34,7676984
937;MONSEÑOR PIAGGIO & CASEROS;LOMAS;-58,4109989;-34,7714099
943;ESPEJO Y POZOS ;LOMAS;-58,3958198;-34,7659642
1002;MONSEÑOR JUAN CHIMENTO & IGNACIO ÁLVAREZ THOMAS;LOMAS;-58,41503;-34,7696399
838;AVENIDA BENITO PÉREZ GALDÓS & PUERTO ARGENTINO;CENTENARIO;-58,617039;-34,5735836