ID;Descripcion;Tipo;Ubicacion;CGM;Lon;Lat
TEM20;"Tipo: DOMO
Ubicacion: 9 DE JULIO Y VIAS";DOMO;9 DE JULIO Y VIAS;TEMPERLEY;-58.3964;-34.779778
TEM21;"Tipo: DOMO
Ubicacion: V. F. LOPEZ Y 9 DE JULIO";DOMO;V. F. LOPEZ Y 9 DE JULIO;TEMPERLEY;-58.401502;-34.782611
TEM28;"Tipo: DOMO
Ubicacion: STA M. DE ORO Y 14 DE JULIO";DOMO;STA M. DE ORO Y 14 DE JULIO;TEMPERLEY;-58.395736;-34.774624
TEM31;"Tipo: DOMO
Ubicacion: EVA PERON Y B. DE YRIGOYEN";DOMO;EVA PERON Y B. DE YRIGOYEN;TEMPERLEY;-58.382764;-34.772464
TEM36;"Tipo: DOMO
Ubicacion: 14 DE JULIO Y LUCIO LOPEZ";DOMO;14 DE JULIO Y LUCIO LOPEZ;TEMPERLEY;-58.387098;-34.771036
TEM37;"Tipo: DOMO
Ubicacion: SAN PEDRO Y MORENO";DOMO;SAN PEDRO Y MORENO;TEMPERLEY;-58.4056669;-34.7835612
TEM38;"Tipo: DOMO
Ubicacion: ALBARRACIN E INDALECIO GOMEZ";DOMO;ALBARRACIN E INDALECIO GOMEZ;TEMPERLEY;-58.384716;-34.781135
TEM39;"Tipo: DOMO
Ubicacion: ALZAGA Y MARTI";DOMO;ALZAGA Y MARTI;TEMPERLEY;-58.385864;-34.777557
TEM44;"Tipo: DOMO
Ubicacion: SAN ISIDRO Y AVELLANEDA";DOMO;SAN ISIDRO Y AVELLANEDA;TEMPERLEY;-58.415873;-34.783664
TEM45;"Tipo: DOMO
Ubicacion: LAVALLE Y SAN PEDRO";DOMO;LAVALLE Y SAN PEDRO;TEMPERLEY;-58.410466;-34.777927
TEM46;"Tipo: DOMO
Ubicacion: LAVALLE Y VAGO";DOMO;LAVALLE Y VAGO;TEMPERLEY;-58.415058;-34.78036
TEM47;"Tipo: DOMO
Ubicacion: ALT. BROWN Y JUNCAL";DOMO;ALT. BROWN Y JUNCAL;TEMPERLEY;-58.396325;-34.77026
TEM50;"Tipo: DOMO
Ubicacion: JUNCAL Y CARLOS CACERES";DOMO;JUNCAL Y CARLOS CACERES;TEMPERLEY;-58.385232;-34.76439
TEM51;"Tipo: DOMO
Ubicacion: SUAREZ Y LAVALLE";DOMO;SUAREZ Y LAVALLE;TEMPERLEY;-58.402977;-34.773909
TEM52;"Tipo: DOMO
Ubicacion: GUIDO Y PRINGLES";DOMO;GUIDO Y PRINGLES;TEMPERLEY;-58.4016993;-34.7707647
TEM53;"Tipo: DOMO
Ubicacion: ESPANA Y FERNANDEZ";DOMO;ESPANA Y FERNANDEZ;TEMPERLEY;-58.400102;-34.771212
TEM54;"Tipo: DOMO
Ubicacion: TOMAS GUIDO Y FERNANDEZ";DOMO;TOMAS GUIDO Y FERNANDEZ;TEMPERLEY;-58.401675;-34.771998
TEM56;"Tipo: DOMO
Ubicacion: LINIERS Y TOMAS GUIDO";DOMO;LINIERS Y TOMAS GUIDO;TEMPERLEY;-58.399383;-34.776398
TEM57;"Tipo: DOMO
Ubicacion: TOMAS ESPORA Y GRAL MARIA PAZ";DOMO;TOMAS ESPORA Y GRAL MARIA PAZ;TEMPERLEY;-58.400327;-34.773962
TEM58;"Tipo: DOMO
Ubicacion: DORREGO Y MORENO";DOMO;DORREGO Y MORENO;TEMPERLEY;-58.401432;-34.780589
TEM59;"Tipo: DOMO
Ubicacion: GUIDO SPANO Y LINIERS";DOMO;GUIDO SPANO Y LINIERS;TEMPERLEY;-58.405552;-34.779707
TEM60;"Tipo: DOMO
Ubicacion: AVELLANEDA Y SUAREZ";DOMO;AVELLANEDA Y SUAREZ;TEMPERLEY;-58.401346;-34.776094
SJO17;"Tipo: FIJA
Ubicacion: EVA PERON Y LITUANIA";FIJA;EVA PERON Y LITUANIA;TEMPERLEY;-58.375157;-34.768171
TEM11;"Tipo: FIJA
Ubicacion: YRIGOYEN Y 9 DE JULIO";FIJA;YRIGOYEN Y 9 DE JULIO;TEMPERLEY;-58.407483;-34.785779
TEM14;"Tipo: DOMO
Ubicacion: YRIGOYEN Y PICHINCHA";DOMO;YRIGOYEN Y PICHINCHA;TEMPERLEY;-58.4072377;-34.7836643
TEM22;"Tipo: FIJA
Ubicacion: YRIGOYEN Y LAVALLE";FIJA;YRIGOYEN Y LAVALLE;TEMPERLEY;-58.405354;-34.775358
TEM24;"Tipo: FIJA
Ubicacion: ALT. BROWN Y 14 DE JULIO";FIJA;ALT. BROWN Y 14 DE JULIO;TEMPERLEY;-58.393339;-34.77443
TEM26;"Tipo: FIJA
Ubicacion: EVA PERON Y SOLIS";FIJA;EVA PERON Y SOLIS;TEMPERLEY;-58.388916;-34.7756
TEM29;"Tipo: FIJA
Ubicacion: EVA PERON Y ZUVIRIA";FIJA;EVA PERON Y ZUVIRIA;TEMPERLEY;-58.384244;-34.77323
.;"Tipo: FIJA
Ubicacion: EVA PERON Y ALT. BROWN";FIJA;EVA PERON Y ALT. BROWN;TEMPERLEY;-58.391337;-34.776954
TEM34;"Tipo: FIJA
Ubicacion: SANTA MARIA DE ORO Y CANGALLO";FIJA;SANTA MARIA DE ORO Y CANGALLO;TEMPERLEY;-58.395467;-34.775918
TEM40;"Tipo: FIJA
Ubicacion: ALT. BROWN Y TRIUNVIRATO";FIJA;ALT. BROWN Y TRIUNVIRATO;TEMPERLEY;-58.389909;-34.781456
TEM42;"Tipo: FIJA
Ubicacion: ALT. BROWN Y PEREZ";FIJA;ALT. BROWN Y PEREZ;TEMPERLEY;-58.389287;-34.785365
TEM55;"Tipo: FIJA
Ubicacion: LAVALLE Y MEEKS";FIJA;LAVALLE Y MEEKS;TEMPERLEY;-58.397956;-34.77123
TEM62;"Tipo: DOMO
Ubicacion: 9 DE JULIO Y DORREGO";DOMO;9 DE JULIO Y DORREGO;TEMPERLEY;-58.400304;-34.781974
SJO44;"Tipo: DOMO
Ubicacion: CABRED E INDALECIO GOMEZ";DOMO;CABRED E INDALECIO GOMEZ;TEMPERLEY;-58.37697;-34.777416
TEM63;"Tipo: DOMO
Ubicacion: ALBARRACIN Y CONDARCO";DOMO;ALBARRACIN Y CONDARCO;TEMPERLEY;-58.388128;-34.776658
TUR35;"Tipo: DOMO
Ubicacion: SAN CARLOS Y LINIERS";DOMO;SAN CARLOS Y LINIERS;TEMPERLEY;-58.409312;-34.781571
TEM64;"Tipo: DOMO
Ubicacion: 25 DE MAYO Y HUERGO";DOMO;25 DE MAYO Y HUERGO;TEMPERLEY;-58.409672;-34.783329
TEM65;"Tipo: DOMO
Ubicacion: 25 DE MAYO Y PEREHUIL";DOMO;25 DE MAYO Y PEREHUIL;TEMPERLEY;-58.396888;-34.775922
TEM66;"Tipo: DOMO
Ubicacion: CONDARCO Y ALCORTA";DOMO;CONDARCO Y ALCORTA;TEMPERLEY;-58.392184;-34.778826
TEM67;"Tipo: DOMO
Ubicacion: YRIGOYEN Y LAVALLLE";DOMO;YRIGOYEN Y LAVALLLE;TEMPERLEY;-58.405348;-34.775398
TEM68;"Tipo: DOMO
Ubicacion: ALT. BROWN Y PEREZ";DOMO;ALT. BROWN Y PEREZ;TEMPERLEY;-58.389351;-34.78529
TEM69;"Tipo: DOMO
Ubicacion: EVA PERON Y SOLIS";DOMO;EVA PERON Y SOLIS;TEMPERLEY;-58.388936;-34.775605
TEM70;"Tipo: DOMO
Ubicacion: ALT. BROWN Y 14 DE JULIO";DOMO;ALT. BROWN Y 14 DE JULIO;TEMPERLEY;-58.393318;-34.774446
TEM71;"Tipo: DOMO
Ubicacion: MORENO Y GARCIA DEL RIO";DOMO;MORENO Y GARCIA DEL RIO;TEMPERLEY;-58.392484;-34.783214
TEM72;"Tipo: DOMO
Ubicacion: INDALECIO GOMEZ Y LELOIR";DOMO;INDALECIO GOMEZ Y LELOIR;TEMPERLEY;-58.394244;-34.786669
TEM73;"Tipo: DOMO
Ubicacion: LELOIR Y 30 DE SEPTIEMBRE";DOMO;LELOIR Y 30 DE SEPTIEMBRE;TEMPERLEY;-58.391991;-34.788783
SJO50;"Tipo: DOMO
Ubicacion: TARIJA Y FLORES";DOMO;TARIJA Y FLORES;TEMPERLEY;-58.373623;-34.776482
SJO51;"Tipo: DOMO
Ubicacion: ASUNCION Y JURAMENTO";DOMO;ASUNCION Y JURAMENTO;TEMPERLEY;-58.367336;-34.774543
TEM74;"Tipo: DOMO
Ubicacion: FERNANDEZ Y TOMAS GUIDO";DOMO;FERNANDEZ Y TOMAS GUIDO;TEMPERLEY;-58.401857;-34.772021
TEM75;"Tipo: DOMO
Ubicacion: FERNANDEZ Y SUAREZ";DOMO;FERNANDEZ Y SUAREZ;TEMPERLEY;-58.4029806;-34.7726334
TEM76;"Tipo: DOMO
Ubicacion: LAVALLE Y TOMAS GUIDO";DOMO;LAVALLE Y TOMAS GUIDO;TEMPERLEY;-58.4017894;-34.7732648
TEM18;"Tipo: DOMO
Ubicacion: MEEKS Y AVELLANEDA (  EST. TEMPERLEY)";DOMO;MEEKS Y AVELLANEDA (  EST. TEMPERLEY);TEMPERLEY;-58.397472;-34.774792
TUR38;"Tipo: FIJA
Ubicacion: SANTA INES Y GUIDO SPANO";FIJA;SANTA INES Y GUIDO SPANO;TEMPERLEY;-58.401521;-34.785558
TUR39;"Tipo: FIJA
Ubicacion: SOLER Y SAN ANTONIO";FIJA;SOLER Y SAN ANTONIO;TEMPERLEY;-58.403383;-34.784404
TEM61;"Tipo: FIJA
Ubicacion: MEEKS Y LAVALLE";FIJA;MEEKS Y LAVALLE;TEMPERLEY;-58.397854;-34.771118
LMC158;"Tipo: FIJA
Ubicacion: YRIGOYEN Y J. M. FERNANDEZ";FIJA;YRIGOYEN Y J. M. FERNANDEZ;TEMPERLEY;-58.405333;-34.773857
TEM21a;"Tipo: FIJA
Ubicacion: VICENTE LOPEZ Y 9 DE JULIO";FIJA;VICENTE LOPEZ Y 9 DE JULIO;TEMPERLEY;-58.401587;-34.782549
TEM21b;"Tipo: FIJA
Ubicacion: VICENTE LOPEZ Y 9 DE JULIO";FIJA;VICENTE LOPEZ Y 9 DE JULIO;TEMPERLEY;-58.40154;-34.782519
TEM13;"Tipo: FIJA
Ubicacion: YRIGOYEN Y PICHINCHA";FIJA;YRIGOYEN Y PICHINCHA;TEMPERLEY;-58.4072284;-34.7836145
TEM16b;"Tipo: FIJA
Ubicacion: MEEKS Y PRINGLES";FIJA;MEEKS Y PRINGLES;TEMPERLEY;-58.398139;-34.7688
TEM17b;"Tipo: FIJA
Ubicacion: MEEKS Y AVELLANEDA ( AUD SUR)";FIJA;MEEKS Y AVELLANEDA ( AUD SUR);TEMPERLEY;-58.397535;-34.774458
TEM28b;"Tipo: FIJA
Ubicacion: STA M. DE ORO Y 14 DE JULIO";FIJA;STA M. DE ORO Y 14 DE JULIO;TEMPERLEY;-58.395812;-34.77468
SJO18;"Tipo: FIJA
Ubicacion: EVA PERON Y LITUANIA";FIJA;EVA PERON Y LITUANIA;TEMPERLEY;-58.375125;-34.768153
TEM12;"Tipo: FIJA
Ubicacion: YRIGOYEN Y 9 DE JULIO";FIJA;YRIGOYEN Y 9 DE JULIO;TEMPERLEY;-58.40746;-34.785746
TEM23;"Tipo: FIJA
Ubicacion: YRIGOYEN Y LAVALLE";FIJA;YRIGOYEN Y LAVALLE;TEMPERLEY;-58.405304;-34.775357
TEM25;"Tipo: FIJA
Ubicacion: ALT. BROWN Y 14 DE JULIO";FIJA;ALT. BROWN Y 14 DE JULIO;TEMPERLEY;-58.393342;-34.774456
TEM27;"Tipo: FIJA
Ubicacion: EVA PERON Y SOLIS";FIJA;EVA PERON Y SOLIS;TEMPERLEY;-58.388958;-34.77561
TEM30;"Tipo: FIJA
Ubicacion: EVA PERON Y ZUVIRIA";FIJA;EVA PERON Y ZUVIRIA;TEMPERLEY;-58.384298;-34.773251
TEM33;"Tipo: FIJA
Ubicacion: EVA PERON Y ALT. BROWN";FIJA;EVA PERON Y ALT. BROWN;TEMPERLEY;-58.391354;-34.776959
TEM35;"Tipo: FIJA
Ubicacion: SANTA MARIA DE ORO Y CANGALLO";FIJA;SANTA MARIA DE ORO Y CANGALLO;TEMPERLEY;-58.395558;-34.775927
TEM41;"Tipo: FIJA
Ubicacion: ALT. BROWN Y TRIUNVIRATO";FIJA;ALT. BROWN Y TRIUNVIRATO;TEMPERLEY;-58.389949;-34.781455
TEM43;"Tipo: FIJA
Ubicacion: ALT. BROWN Y PEREZ";FIJA;ALT. BROWN Y PEREZ;TEMPERLEY;-58.389302;-34.785372
TEM62b;"Tipo: FIJA
Ubicacion: 9 DE JULIO Y DORREGO";FIJA;9 DE JULIO Y DORREGO;TEMPERLEY;-58.400412;-34.782032
TEM80;TEM80;FIJA;PICHINCHA Y BRANSEND;TEMPERLEY;-58.4006729;-34.7790389
SJO60;ZORZAL Y SENILLOZA;FIJA;ZORZAL Y SENILLOZA;TEMPERLEY;-58.3696586;-34.7693385
Coronel Pringles & General José Tomás Guido;TEM52B;FIJA;;TEMPERLEY;-58.4017556;-34.7707738
Pichincha & Carlos Guido Spano;;;;TEMPERLEY;-58.4040194;-34.7816467
Lavalle & San Francisco;TEM 87;;LAVALLE Y SAN FRANCISCO;TEMPERLEY;-58.4186085;-34.7822287
Lavalle & San Francisco;TEM87A;FIJA;LAVALLE Y SAN FRANCISCO;TEMPERLEY;-58.4184422;-34.7821802
San Carlos & General José María Paz;TEM86;FIJA;SAN CARLOS Y GRAL PAZ;TEMPERLEY;-58.4108654;-34.7795946
San Carlos & General José María Paz;TEM86A;FIJA;SAN CARLOS Y GRAL PAZ;TEMPERLEY;-58.4108386;-34.7796651
San Pedro & Calle Avellaneda;TEM 85;;SAN PEDRO Y AVELLANEDA;TEMPERLEY;-58.4089674;-34.7799276
TEM06;YRIGOYEN Y 25 DE MAYO;;;TEMPERLEY;-58.4067247;-34.7813415
Pichincha & Coronel Suárez;TEM 82;;;TEMPERLEY;-58.3994966;-34.7784948
Pichincha & Coronel Suárez;TEM 82A;;;TEMPERLEY;-58.3995033;-34.7784303
Calle Avellaneda & San Pedro;TEM 85;;;TEMPERLEY;-58.4089835;-34.7798846
Calle Avellaneda & Miguel Estanislao Soler;TEM 89;;;TEMPERLEY;-58.4075378;-34.7790749
Calle Avellaneda & Miguel Estanislao Soler;TEM 89A;;;TEMPERLEY;-58.407739;-34.7791872
Dorrego & Calle Avellaneda;TEM81;;;TEMPERLEY;-58.4040478;-34.7774341
TEM90;;;30 de Septiembre & Vicente Longhi;TEMPERLEY;-58.3904093;-34.7879201
TEM90A;;;30 DE SEPT Y LONGHI;TEMPERLEY;-58.3904978;-34.787962
TEM91;;;Anchorena & Carlos Casares;TEMPERLEY;-58.383363;-34.7676732
tem18a;;;plaza espora;TEMPERLEY;-58.3975426;-34.774933
LMC89;"Tipo: DOMO
Ubicacion: JUAN XXII Y RUTA 4";DOMO;JUAN XXII Y RUTA 4;LLAVALLOL;-58.45763;-34.778368
LVL 1,00;"Tipo: DOMO
Ubicacion: N. DE LA PEÑA Y RECREO";DOMO;Llavallol;LLAVALLOL;-58.426409;-34.792836
LVL 18,00;"Tipo: DOMO
Ubicacion: GENERAL PAZ Y FRIAS";DOMO;GENERAL PAZ Y FRIAS;LLAVALLOL;-58.420992;-34.784853
LVL 2,00;"Tipo: DOMO
Ubicacion: DOYHENARD Y ANTARTIDA ARGENTINA";DOMO;DOYHENARD Y ANTARTIDA ARGENTINA;LLAVALLOL;-58.425786;-34.798475
LVL 3,00;"Tipo: DOMO
Ubicacion: PLAZA DOYENARD";DOMO;PLAZA DOYENARD;LLAVALLOL;-58.4237002;-34.8012637
LVL 4,00;"Tipo: DOMO
Ubicacion: ROTONDA LAVALLOL";DOMO;ROTONDA LAVALLOL;LLAVALLOL;-58.439259;-34.805247
LVL 5,00;"Tipo: DOMO
Ubicacion: LIBRES DEL SUR Y BLVR  . SANTA CATALINA";DOMO;LIBRES DEL SUR Y BLVR  . SANTA CATALINA;LLAVALLOL;-58.435429;-34.7952837
LVL 6,00;"Tipo: DOMO
Ubicacion: MELBER  Y DOYHENARD";DOMO;MELBER  Y DOYHENARD;LLAVALLOL;-58.421409;-34.806457
LVL 7,00;"Tipo: DOMO
Ubicacion: MELBER Y WILDE";DOMO;MELBER Y WILDE;LLAVALLOL;-58.431009;-34.8113895
LVL 12,00;"Tipo: DOMO
Ubicacion: DOYHENARD Y SANTOS VEGAS";DOMO;DOYHENARD Y SANTOS VEGAS;LLAVALLOL;-58.422686;-34.80373
LVL 13,00;"Tipo: DOMO
Ubicacion: POLONIA Y 1 MARZO";DOMO;POLONIA Y 1 MARZO;LLAVALLOL;-58.4266257;-34.8070163
LVL 14,00;"Tipo: DOMO
Ubicacion: ANTARTIDA ARGENTINA Y DUHALDE";DOMO;ANTARTIDA ARGENTINA Y DUHALDE;LLAVALLOL;-58.435802;-34.8034002
LVL 15,00;"Tipo: DOMO
Ubicacion: INCA Y BAHIA  BLANCA";DOMO;INCA Y BAHIA  BLANCA;LLAVALLOL;-58.4348006;-34.8090646
LVL 16,00;"Tipo: DOMO
Ubicacion: ANTARTIDA ARGENTINA Y SANTA CATALINA";DOMO;ANTARTIDA ARGENTINA Y SANTA CATALINA;LLAVALLOL;-58.4311172;-34.8011576
LVL 17,00;"Tipo: DOMO
Ubicacion: DOYEHENARD Y SASTRE";DOMO;DOYEHENARD Y SASTRE;LLAVALLOL;-58.41917;-34.8091304
LVL 19,00;"Tipo: DOMO
Ubicacion: LUZURIAGA Y OLLEROS";DOMO;LUZURIAGA Y OLLEROS;LLAVALLOL;-58.432202;-34.792308
LVL 20,00;"Tipo: DOMO
Ubicacion: LUZURIAGA  Y A. DEL  VALLE";DOMO;LUZURIAGA  Y A. DEL  VALLE;LLAVALLOL;-58.429241;-34.796347
LVL 21,00;"Tipo: DOMO
Ubicacion: SANTA CATALINA Y GARIBALDI";DOMO;SANTA CATALINA Y GARIBALDI;LLAVALLOL;-58.4402385;-34.7886974
LVL 22,00;"Tipo: DOMO
Ubicacion: HUSARES Y LA HUELLA";DOMO;HUSARES Y LA HUELLA;LLAVALLOL;-58.426087;-34.784924
LVL 23,00;"Tipo: DOMO
Ubicacion: J.B. JUSTO Y SEGUI";DOMO;J.B. JUSTO Y SEGUI;LLAVALLOL;-58.4086067;-34.8062145
LVL 24,00;"Tipo: DOMO
Ubicacion: CAMINO DE CINTURA Y LIBRES DEL SUR";DOMO;CAMINO DE CINTURA Y LIBRES DEL SUR;LLAVALLOL;-58.443414;-34.799206
LVL 8,00;"Tipo: FIJA
Ubicacion: ANT. ARGENTINA Y EL CABO";FIJA;ANT. ARGENTINA Y EL CABO;LLAVALLOL;-58.419521;-34.795162
LVL 10,00;"Tipo: FIJA
Ubicacion: ANT ARGENTINA Y RONDEAW";FIJA;ANT ARGENTINA Y RONDEAW;LLAVALLOL;-58.423225;-34.7970232
TUR09;"Tipo: DOMO
Ubicacion: FRIAS Y MERCEDES";DOMO;FRIAS Y MERCEDES;LLAVALLOL;-58.408522;-34.801096
LVL 25,00;"Tipo: DOMO
Ubicacion: ARAUAYA Y 24 DE N OVIEMBRE";DOMO;ARAUAYA Y 24 DE N OVIEMBRE;LLAVALLOL;-58.419006;-34.790757
TUR26;"Tipo: DOMO
Ubicacion: FRIAS Y ESQUIU";DOMO;FRIAS Y ESQUIU;LLAVALLOL;-58.4124589;-34.7958765
TUR31;"Tipo: DOMO
Ubicacion: FRIAS Y LINIERS";DOMO;FRIAS Y LINIERS;LLAVALLOL;-58.4194055;-34.7869753
LVL 26,00;"Tipo: DOMO
Ubicacion: A. DEL VALLE Y FLORIDA ( EST. LAVALLOL)";DOMO;A. DEL VALLE Y FLORIDA ( EST. LAVALLOL);LLAVALLOL;-58.4307;-34.796563
LVL 27,00;"Tipo: DOMO
Ubicacion: ANT. ARGENTINA Y EL CABO";DOMO;ANT. ARGENTINA Y EL CABO;LLAVALLOL;-58.419553;-34.795198
LVL 28,00;"Tipo: DOMO
Ubicacion: A. DEL VALLE Y FLORIDA";DOMO;A. DEL VALLE Y FLORIDA;LLAVALLOL;-58.42598;-34.796466
LVL 29,00;"Tipo: DOMO
Ubicacion: FAIR Y RUTA 4";DOMO;FAIR Y RUTA 4;LLAVALLOL;-58.4507845;-34.7897769
LVL 32,00;"Tipo: DOMO
Ubicacion: DOYHENARD Y SEGUI";DOMO;DOYHENARD Y SEGUI;LLAVALLOL;-58.4178691;-34.810808
LVL 30,00;"Tipo: DOMO
Ubicacion: CNO. DE CINTURA Y LUJAN";DOMO;CNO. DE CINTURA Y LUJAN;LLAVALLOL;-58.4340051;-34.8119715
LVL 33,00;"Tipo: DOMO

Ubicacion: KURTH Y RUTA 4";DOMO;KURTH Y RUTA 4;LLAVALLOL;-58.436344;-34.809011
LVL 34,00;"Tipo: DOMO
Ubicacion: PARQUE LAVALLOL";DOMO;PARQUE LAVALLOL;LLAVALLOL;-58.437009;-34.794986
LVL 31,00;"Tipo: DOMO
Ubicacion: BAHIA BLANCA Y SASTRE";DOMO;BAHIA BLANCA Y SASTRE;LLAVALLOL;-58.4305818;-34.8148534
LVL 35,00;"Tipo: DOMO
Ubicacion: GARIBALDI Y LUZURIAGA";DOMO;GARIBALDI Y LUZURIAGA;LLAVALLOL;-58.4366545;-34.7867481
LMC147;"Tipo: DOMO
Ubicacion: Entrada Reserva GARIBALDI Y VIAS";DOMO;Entrada Reserva GARIBALDI Y VIAS;LLAVALLOL;-58.431312;-34.784258
LVL 36,00;"Tipo: FIJA
Ubicacion: WILDE Y ASCASUBI";FIJA;WILDE Y ASCASUBI;LLAVALLOL;-58.434304;-34.806855
LVL 38,00;"Tipo: FIJA
Ubicacion: MELBER Y JOSE HERNANDEZ";FIJA;MELBER Y JOSE HERNANDEZ;LLAVALLOL;-58.4280014;-34.8096542
LVL 37,00;"Tipo: FIJA
Ubicacion: PIEDRABUENA Y 9 DE FEBRERO";FIJA;PIEDRABUENA Y 9 DE FEBRERO;LLAVALLOL;-58.433365;-34.795555
LMC139;"Tipo: FIJA
Ubicacion: JUAN XXIII Y RUTA 4";FIJA;JUAN XXIII Y RUTA 4;LLAVALLOL;-58.45753;-34.778468
LMC67;"Tipo: FIJA
Ubicacion: MADRID Y GARIBALDI";FIJA;MADRID Y GARIBALDI;LLAVALLOL;-58.42753;-34.782944
LVL 39,00;"Tipo: FIJA
Ubicacion: BAHIA BLANCA Y GIBSON";FIJA;BAHIA BLANCA Y GIBSON;LLAVALLOL;-58.43733;-34.805817
LVL 40,00;"Tipo: FIJA
Ubicacion: RUTA 4 y MAGALLANES";FIJA;RUTA 4 y MAGALLANES;LLAVALLOL;-58.4377262;-34.8070948
LVL41a;"Tipo: FIJA
Ubicacion: MERCEDES 450";FIJA;MERCEDES 450;LLAVALLOL;-58.430102;-34.8116621
LVL 41,00;"Tipo: FIJA
Ubicacion: MERCEDES 450";FIJA;MERCEDES 450;LLAVALLOL;-58.4299683;-34.8116138
LVL24b;"Tipo: FIJA
Ubicacion: CAMINO DE CINTURA Y LIBRES DEL SUR";FIJA;CAMINO DE CINTURA Y LIBRES DEL SUR;LLAVALLOL;-58.443515;-34.799184
LVL24c;"Tipo: FIJA
Ubicacion: CAMINO DE CINTURA Y LIBRES DEL SUR";FIJA;CAMINO DE CINTURA Y LIBRES DEL SUR;LLAVALLOL;-58.443472;-34.799237
LVL 9,00;"Tipo: FIJA
Ubicacion: ANT. ARGENTINA Y EL CABO";FIJA;ANT. ARGENTINA Y EL CABO;LLAVALLOL;-58.419508;-34.795151
LVL 11,00;"Tipo: FIJA
Ubicacion: ANT ARGENTINA Y RONDEAW";FIJA;ANT ARGENTINA Y RONDEAW;LLAVALLOL;-58.42316;-34.7970144
LLV36b;"Tipo: FIJA
Ubicacion: WILDE Y ASCASUBI";FIJA;WILDE Y ASCASUBI;LLAVALLOL;-58.43437;-34.806854
LVL38b;"Tipo: FIJA
Ubicacion: MELBER Y JOSE HERNANDEZ";FIJA;MELBER Y JOSE HERNANDEZ;LLAVALLOL;-58.4280453;-34.8096766
LVL37b;"Tipo: FIJA
Ubicacion: PIEDRABUENA Y 9 DE FEBRERO";FIJA;PIEDRABUENA Y 9 DE FEBRERO;LLAVALLOL;-58.433421;-34.795577
LVL 42,00;"Tipo: FIJA
Ubicacion: ALAZAN Y SANTOS VEGA";FIJA;ALAZAN Y SANTOS VEGA;LLAVALLOL;-58.42456;-34.804439
