ASIGNACION,Camiones Asignados,Camiones Trabajando,Camiones Sin Salida,Camiones en Taller,Fecha
Banfield,6,5,1,0,01/01/2026
Higiene Urbana,10,6,0,4,01/01/2026
Ingeniero Budge,5,3,0,2,01/01/2026
Llavallol,7,6,1,0,01/01/2026
Lomas,7,5,1,1,01/01/2026
Parque Baron,4,3,0,1,01/01/2026
San jose,8,6,1,1,01/01/2026
Santa Catalina,10,5,0,5,01/01/2026
Santa Marta,3,2,1,0,01/01/2026
Secretaria Serv. Publicos,10,7,1,2,01/01/2026
Subse Servicios Urbanos,9,4,2,3,01/01/2026
Temperley,7,4,2,1,01/01/2026
Turdera,2,1,0,1,01/01/2026
Villa Albertina,7,2,3,2,01/01/2026
Villa Centenario,3,3,0,0,01/01/2026
Villa Fiorito,6,4,0,2,01/01/2026
Villa Lamadrid,3,3,0,0,01/01/2026
Banfield,6,6,0,0,04/01/2026
Higiene Urbana,10,6,0,4,04/01/2026
Ingeniero Budge,5,3,1,1,04/01/2026
Llavallol,7,4,3,0,04/01/2026
Lomas,7,6,1,0,04/01/2026
Parque Baron,4,3,0,1,04/01/2026
San jose,8,6,1,1,04/01/2026
Santa Catalina,10,5,0,5,04/01/2026
Santa Marta,3,3,0,0,04/01/2026
Secretaria Serv. Publicos,10,7,2,1,04/01/2026
Subse Servicios Urbanos,9,5,1,3,04/01/2026
Temperley,7,2,4,1,04/01/2026
Turdera,2,1,0,1,04/01/2026
Villa Albertina,7,2,3,2,04/01/2026
Villa Centenario,3,2,1,0,04/01/2026
Villa Fiorito,6,2,2,2,04/01/2026
Villa Lamadrid,3,2,1,0,04/01/2026
Banfield,6,6,0,0,05/01/2026
Higiene Urbana,10,6,0,4,05/01/2026
Ingeniero Budge,5,3,1,1,05/01/2026
Llavallol,7,4,3,0,05/01/2026
Lomas,7,7,0,0,05/01/2026
Parque Baron,4,3,0,1,05/01/2026
San jose,8,6,1,1,05/01/2026
Santa Catalina,10,5,1,4,05/01/2026
Santa Marta,3,3,0,0,05/01/2026
Secretaria Serv. Publicos,10,7,1,2,05/01/2026
Subse Servicios Urbanos,9,5,1,3,05/01/2026
Temperley,7,4,2,1,05/01/2026
Turdera,2,1,0,1,05/01/2026
Villa Albertina,7,2,3,2,05/01/2026
Villa Centenario,3,3,0,0,05/01/2026
Villa Fiorito,6,2,2,2,05/01/2026
Villa Lamadrid,3,2,1,0,05/01/2026
Banfield,6,6,0,0,06/01/2026
Higiene Urbana,10,6,1,3,06/01/2026
Ingeniero Budge,5,4,0,1,06/01/2026
Llavallol,7,5,2,0,06/01/2026
Lomas,7,7,0,0,06/01/2026
Parque Baron,4,3,0,1,06/01/2026
San jose,8,6,1,1,06/01/2026
Santa Catalina,10,6,3,1,06/01/2026
Santa Marta,3,3,0,0,06/01/2026
Secretaria Serv. Publicos,10,5,3,2,06/01/2026
Subse Servicios Urbanos,9,3,3,3,06/01/2026
Temperley,7,5,1,1,06/01/2026
Turdera,2,1,0,1,06/01/2026
Villa Albertina,7,2,0,5,06/01/2026
Villa Centenario,3,3,0,0,06/01/2026
Villa Fiorito,6,4,0,2,06/01/2026
Villa Lamadrid,3,3,0,0,06/01/2026
Banfield,6,5,1,0,07/01/2026
Higiene Urbana,10,6,1,3,07/01/2026
Ingeniero Budge,5,2,2,1,07/01/2026
Llavallol,7,5,2,0,07/01/2026
Lomas,7,7,0,0,07/01/2026
Parque Baron,4,3,0,1,07/01/2026
San jose,8,6,1,1,07/01/2026
Santa Catalina,10,7,0,3,07/01/2026
Santa Marta,3,2,1,0,07/01/2026
Secretaria Serv. Publicos,10,6,1,3,07/01/2026
Subse Servicios Urbanos,9,5,1,3,07/01/2026
Temperley,7,5,1,1,07/01/2026
Turdera,2,1,0,1,07/01/2026
Villa Albertina,7,2,4,1,07/01/2026
Villa Centenario,3,2,0,1,07/01/2026
Villa Fiorito,6,3,1,2,07/01/2026
Villa Lamadrid,3,3,0,0,07/01/2026
Banfield,6,6,0,0,08/01/2026
Higiene Urbana,10,6,2,2,08/01/2026
Ingeniero Budge,5,3,1,1,08/01/2026
Llavallol,7,4,3,0,08/01/2026
Lomas,7,7,0,0,08/01/2026
Parque Baron,4,3,0,1,08/01/2026
San jose,8,7,0,1,08/01/2026
Santa Catalina,10,7,1,2,08/01/2026
Santa Marta,3,2,1,0,08/01/2026
Secretaria Serv. Publicos,10,7,1,2,08/01/2026
Subse Servicios Urbanos,9,5,1,3,08/01/2026
Temperley,7,5,2,0,08/01/2026
Turdera,2,1,0,1,08/01/2026
Villa Albertina,7,3,3,1,08/01/2026
Villa Centenario,3,2,0,1,08/01/2026
Villa Fiorito,6,3,2,1,08/01/2026
Villa Lamadrid,3,3,0,0,08/01/2026
Banfield,6,4,2,0,11/01/2026
Higiene Urbana,10,6,2,2,11/01/2026
Ingeniero Budge,5,2,2,1,11/01/2026
Llavallol,7,3,4,0,11/01/2026
Lomas,7,6,1,0,11/01/2026
Parque Baron,4,1,1,2,11/01/2026
San jose,8,6,1,1,11/01/2026
Santa Catalina,10,6,2,2,11/01/2026
Santa Marta,3,2,1,0,11/01/2026
Secretaria Serv. Publicos,10,7,1,2,11/01/2026
Subse Servicios Urbanos,9,5,1,3,11/01/2026
Temperley,7,5,2,0,11/01/2026
Turdera,2,1,0,1,11/01/2026
Villa Albertina,7,2,4,1,11/01/2026
Villa Centenario,3,2,0,1,11/01/2026
Villa Fiorito,6,3,2,1,11/01/2026
Villa Lamadrid,3,3,0,0,11/01/2026
Banfield,6,4,1,1,12/01/2026
Higiene Urbana,10,6,1,3,12/01/2026
Ingeniero Budge,5,3,2,0,12/01/2026
Llavallol,7,4,3,0,12/01/2026
Lomas,7,6,1,0,12/01/2026
Parque Baron,4,2,1,1,12/01/2026
San jose,8,6,1,1,12/01/2026
Santa Catalina,10,6,1,3,12/01/2026
Santa Marta,3,2,0,1,12/01/2026
Secretaria Serv. Publicos,10,5,3,2,12/01/2026
Subse Servicios Urbanos,9,6,0,3,12/01/2026
Temperley,7,4,2,1,12/01/2026
Turdera,2,2,0,0,12/01/2026
Villa Albertina,7,2,4,1,12/01/2026
Villa Centenario,3,2,0,1,12/01/2026
Villa Fiorito,6,3,2,1,12/01/2026
Villa Lamadrid,3,3,0,0,12/01/2026
Banfield,6,5,0,1,13/01/2026
Higiene Urbana,10,6,1,3,13/01/2026
Ingeniero Budge,5,1,4,0,13/01/2026
Llavallol,7,3,4,0,13/01/2026
Lomas,7,7,0,0,13/01/2026
Parque Baron,4,2,1,1,13/01/2026
San jose,8,5,1,2,13/01/2026
Santa Catalina,10,6,1,3,13/01/2026
Santa Marta,3,2,0,1,13/01/2026
Secretaria Serv. Publicos,10,7,1,2,13/01/2026
Subse Servicios Urbanos,9,5,1,3,13/01/2026
Temperley,7,2,4,1,13/01/2026
Turdera,2,2,0,0,13/01/2026
Villa Albertina,7,3,2,2,13/01/2026
Villa Centenario,3,2,0,1,13/01/2026
Villa Fiorito,6,4,1,1,13/01/2026
Villa Lamadrid,3,3,0,0,13/01/2026
Banfield,6,5,0,1,14/01/2026
Higiene Urbana,10,6,2,2,14/01/2026
Ingeniero Budge,5,2,3,0,14/01/2026
Llavallol,7,3,4,0,14/01/2026
Lomas,7,7,0,0,14/01/2026
Parque Baron,4,3,0,1,14/01/2026
San jose,8,6,0,2,14/01/2026
Santa Catalina,10,6,1,3,14/01/2026
Santa Marta,3,2,0,1,14/01/2026
Secretaria Serv. Publicos,10,7,2,1,14/01/2026
Subse Servicios Urbanos,9,5,1,3,14/01/2026
Temperley,7,3,3,1,14/01/2026
Turdera,2,2,0,0,14/01/2026
Villa Albertina,7,3,0,4,14/01/2026
Villa Centenario,3,3,0,0,14/01/2026
Villa Fiorito,6,4,0,2,14/01/2026
Villa Lamadrid,3,3,0,0,14/01/2026
Banfield,6,5,0,1,15/01/2026
Higiene Urbana,10,6,2,2,15/01/2026
Ingeniero Budge,5,1,4,0,15/01/2026
Llavallol,7,5,2,0,15/01/2026
Lomas,7,6,1,0,15/01/2026
Parque Baron,4,3,1,0,15/01/2026
San jose,8,6,0,2,15/01/2026
Santa Catalina,10,6,1,3,15/01/2026
Santa Marta,3,2,1,0,15/01/2026
Secretaria Serv. Publicos,10,7,1,2,15/01/2026
Subse Servicios Urbanos,9,3,2,4,15/01/2026
Temperley,7,5,2,0,15/01/2026
Turdera,2,2,0,0,15/01/2026
Villa Albertina,7,4,0,3,15/01/2026
Villa Centenario,3,3,0,0,15/01/2026
Villa Fiorito,6,4,2,0,15/01/2026
Villa Lamadrid,3,3,0,0,15/01/2026
Banfield,6,5,0,1,18/01/2026
Higiene Urbana,10,6,1,3,18/01/2026
Ingeniero Budge,5,3,2,0,18/01/2026
Llavallol,7,4,3,0,18/01/2026
Lomas,7,7,0,0,18/01/2026
Parque Baron,4,2,1,1,18/01/2026
San jose,8,6,0,2,18/01/2026
Santa Catalina,10,5,1,4,18/01/2026
Santa Marta,3,2,1,0,18/01/2026
Secretaria Serv. Publicos,10,7,1,2,18/01/2026
Subse Servicios Urbanos,9,3,1,5,18/01/2026
Temperley,7,4,3,0,18/01/2026
Turdera,2,2,0,0,18/01/2026
Villa Albertina,7,4,2,1,18/01/2026
Villa Centenario,3,3,0,0,18/01/2026
Villa Fiorito,6,3,2,1,18/01/2026
Villa Lamadrid,3,2,1,0,18/01/2026
Banfield,6,5,0,1,19/01/2026
Higiene Urbana,10,5,2,3,19/01/2026
Ingeniero Budge,5,3,2,0,19/01/2026
Llavallol,7,4,3,0,19/01/2026
Lomas,7,6,1,0,19/01/2026
Parque Baron,4,3,0,1,19/01/2026
San jose,8,6,0,2,19/01/2026
Santa Catalina,10,6,2,2,19/01/2026
Santa Marta,3,2,1,0,19/01/2026
Secretaria Serv. Publicos,10,7,1,2,19/01/2026
Subse Servicios Urbanos,9,3,1,5,19/01/2026
Temperley,7,4,3,0,19/01/2026
Turdera,2,2,0,0,19/01/2026
Villa Albertina,7,4,3,0,19/01/2026
Villa Centenario,3,3,0,0,19/01/2026
Villa Fiorito,6,3,1,2,19/01/2026
Villa Lamadrid,3,2,1,0,19/01/2026
Banfield,6,5,1,0,20/01/2026
Higiene Urbana,10,5,1,4,20/01/2026
Ingeniero Budge,5,3,2,0,20/01/2026
Llavallol,7,4,3,0,20/01/2026
Lomas,7,6,1,0,20/01/2026
Parque Baron,4,2,1,1,20/01/2026
San jose,8,5,1,2,20/01/2026
Santa Catalina,10,5,3,2,20/01/2026
Santa Marta,3,2,1,0,20/01/2026
Secretaria Serv. Publicos,10,6,2,2,20/01/2026
Subse Servicios Urbanos,9,4,0,5,20/01/2026
Temperley,7,4,3,0,20/01/2026
Turdera,2,1,1,0,20/01/2026
Villa Albertina,7,3,4,0,20/01/2026
Villa Centenario,3,3,0,0,20/01/2026
Villa Fiorito,6,3,1,2,20/01/2026
Villa Lamadrid,3,3,0,0,20/01/2026
Banfield,6,6,0,0,21/01/2026
Higiene Urbana,10,5,1,4,21/01/2026
Ingeniero Budge,5,3,2,0,21/01/2026
Llavallol,7,4,3,0,21/01/2026
Lomas,7,7,0,0,21/01/2026
Parque Baron,4,2,1,1,21/01/2026
San jose,8,5,0,3,21/01/2026
Santa Catalina,10,6,3,1,21/01/2026
Santa Marta,3,2,1,0,21/01/2026
Secretaria Serv. Publicos,10,4,4,2,21/01/2026
Subse Servicios Urbanos,9,4,0,5,21/01/2026
Temperley,7,4,3,0,21/01/2026
Turdera,2,1,0,1,21/01/2026
Villa Albertina,7,4,3,0,21/01/2026
Villa Centenario,3,3,0,0,21/01/2026
Villa Fiorito,6,3,1,2,21/01/2026
Villa Lamadrid,3,3,0,0,21/01/2026
Banfield,6,5,1,0,22/01/2026
Higiene Urbana,10,5,2,3,22/01/2026
Ingeniero Budge,5,3,2,0,22/01/2026
Llavallol,7,2,5,0,22/01/2026
Lomas,7,7,0,0,22/01/2026
Parque Baron,4,3,0,1,22/01/2026
San jose,8,4,0,4,22/01/2026
Santa Catalina,10,6,3,1,22/01/2026
Santa Marta,3,1,2,0,22/01/2026
Secretaria Serv. Publicos,10,7,1,2,22/01/2026
Subse Servicios Urbanos,9,4,1,4,22/01/2026
Temperley,7,5,2,0,22/01/2026
Turdera,2,1,0,1,22/01/2026
Villa Albertina,7,3,4,0,22/01/2026
Villa Centenario,3,3,0,0,22/01/2026
Villa Fiorito,6,3,1,2,22/01/2026
Villa Lamadrid,3,3,0,0,22/01/2026
Banfield,6,5,1,0,25/01/2026
Higiene Urbana,10,6,2,2,25/01/2026
Ingeniero Budge,5,3,2,0,25/01/2026
Llavallol,7,3,4,0,25/01/2026
Lomas,7,6,1,0,25/01/2026
Parque Baron,4,2,0,2,25/01/2026
San jose,8,3,1,4,25/01/2026
Santa Catalina,10,6,4,0,25/01/2026
Santa Marta,3,2,1,0,25/01/2026
Secretaria Serv. Publicos,10,6,1,3,25/01/2026
Subse Servicios Urbanos,9,4,1,4,25/01/2026
Temperley,7,5,1,1,25/01/2026
Turdera,2,2,0,0,25/01/2026
Villa Albertina,7,3,3,1,25/01/2026
Villa Centenario,3,3,0,0,25/01/2026
Villa Fiorito,6,3,1,2,25/01/2026
Villa Lamadrid,3,3,0,0,25/01/2026
Banfield,6,6,0,0,26/01/2026
Higiene Urbana,10,6,2,2,26/01/2026
Ingeniero Budge,5,2,3,0,26/01/2026
Llavallol,7,4,3,0,26/01/2026
Lomas,7,6,0,1,26/01/2026
Parque Baron,4,2,0,2,26/01/2026
San jose,8,4,0,4,26/01/2026
Santa Catalina,10,6,4,0,26/01/2026
Santa Marta,3,3,0,0,26/01/2026
Secretaria Serv. Publicos,10,6,1,3,26/01/2026
Subse Servicios Urbanos,9,4,1,4,26/01/2026
Temperley,7,5,1,1,26/01/2026
Turdera,2,2,0,0,26/01/2026
Villa Albertina,7,4,1,2,26/01/2026
Villa Centenario,3,3,0,0,26/01/2026
Villa Fiorito,6,3,2,1,26/01/2026
Villa Lamadrid,3,3,0,0,26/01/2026
Banfield,6,5,1,0,27/01/2026
Higiene Urbana,10,6,2,2,27/01/2026
Ingeniero Budge,5,4,1,0,27/01/2026
Llavallol,7,4,3,0,27/01/2026
Lomas,7,6,1,0,27/01/2026
Parque Baron,4,2,1,1,27/01/2026
San jose,8,5,0,3,27/01/2026
Santa Catalina,10,7,3,0,27/01/2026
Santa Marta,3,3,0,0,27/01/2026
Secretaria Serv. Publicos,10,6,1,3,27/01/2026
Subse Servicios Urbanos,9,4,1,4,27/01/2026
Temperley,7,5,1,1,27/01/2026
Turdera,2,2,0,0,27/01/2026
Villa Albertina,7,4,0,3,27/01/2026
Villa Centenario,3,3,0,0,27/01/2026
Villa Fiorito,6,3,2,1,27/01/2026
Villa Lamadrid,3,2,1,0,27/01/2026
Banfield,6,6,0,0,28/01/2026
Higiene Urbana,10,5,2,3,28/01/2026
Ingeniero Budge,5,4,1,0,28/01/2026
Llavallol,7,4,2,1,28/01/2026
Lomas,7,6,1,0,28/01/2026
Parque Baron,4,3,0,1,28/01/2026
San jose,8,5,0,3,28/01/2026
Santa Catalina,10,5,4,1,28/01/2026
Santa Marta,3,2,1,0,28/01/2026
Secretaria Serv. Publicos,10,5,2,3,28/01/2026
Subse Servicios Urbanos,9,4,1,4,28/01/2026
Temperley,7,5,1,1,28/01/2026
Turdera,2,2,0,0,28/01/2026
Villa Albertina,7,3,0,4,28/01/2026
Villa Centenario,3,3,0,0,28/01/2026
Villa Fiorito,6,4,1,1,28/01/2026
Villa Lamadrid,3,2,1,0,28/01/2026
Banfield,6,5,1,0,29/01/2026
Higiene Urbana,10,5,2,3,29/01/2026
Ingeniero Budge,5,4,1,0,29/01/2026
Llavallol,7,4,1,2,29/01/2026
Lomas,7,7,0,0,29/01/2026
Parque Baron,4,3,0,1,29/01/2026
San jose,8,5,1,2,29/01/2026
Santa Catalina,10,5,3,2,29/01/2026
Santa Marta,3,2,1,0,29/01/2026
Secretaria Serv. Publicos,10,6,1,3,29/01/2026
Subse Servicios Urbanos,9,5,0,4,29/01/2026
Temperley,7,6,0,1,29/01/2026
Turdera,2,2,0,0,29/01/2026
Villa Albertina,7,3,0,4,29/01/2026
Villa Centenario,3,3,0,0,29/01/2026
Villa Fiorito,6,4,1,1,29/01/2026
Villa Lamadrid,3,3,0,0,29/01/2026
Banfield,6,5,1,0,01/02/2026
Higiene Urbana,10,6,2,2,01/02/2026
Ingeniero Budge,5,2,2,1,01/02/2026
Llavallol,7,3,1,3,01/02/2026
Lomas,7,6,1,0,01/02/2026
Parque Baron,4,2,1,1,01/02/2026
San jose,8,5,1,2,01/02/2026
Santa Catalina,10,5,5,0,01/02/2026
Santa Marta,3,2,1,0,01/02/2026
Secretaria Serv. Publicos,10,6,1,3,01/02/2026
Subse Servicios Urbanos,9,5,0,4,01/02/2026
Temperley,7,5,1,1,01/02/2026
Turdera,2,2,0,0,01/02/2026
Villa Albertina,7,3,0,4,01/02/2026
Villa Centenario,3,1,2,0,01/02/2026
Villa Fiorito,6,3,2,1,01/02/2026
Villa Lamadrid,3,3,0,0,01/02/2026
Banfield,6,5,1,0,02/02/2026
Higiene Urbana,10,6,2,2,02/02/2026
Ingeniero Budge,5,2,2,1,02/02/2026
Llavallol,7,4,0,3,02/02/2026
Lomas,7,6,1,0,02/02/2026
Parque Baron,4,2,1,1,02/02/2026
San jose,8,5,1,2,02/02/2026
Santa Catalina,10,3,5,2,02/02/2026
Santa Marta,3,2,1,0,02/02/2026
Secretaria Serv. Publicos,10,6,1,3,02/02/2026
Subse Servicios Urbanos,9,5,0,4,02/02/2026
Temperley,7,5,1,1,02/02/2026
Turdera,2,2,0,0,02/02/2026
Villa Albertina,7,2,1,4,02/02/2026
Villa Centenario,3,0,3,0,02/02/2026
Villa Fiorito,6,3,2,1,02/02/2026
Villa Lamadrid,3,3,0,0,02/02/2026
Banfield,6,4,2,0,03/02/2026
Higiene Urbana,10,6,2,2,03/02/2026
Ingeniero Budge,5,4,0,1,03/02/2026
Llavallol,7,4,1,2,03/02/2026
Lomas,7,6,0,1,03/02/2026
Parque Baron,4,2,1,1,03/02/2026
San jose,8,5,1,2,03/02/2026
Santa Catalina,10,5,1,4,03/02/2026
Santa Marta,3,1,2,0,03/02/2026
Secretaria Serv. Publicos,10,6,1,3,03/02/2026
Subse Servicios Urbanos,9,5,0,4,03/02/2026
Temperley,7,5,1,1,03/02/2026
Turdera,2,2,0,0,03/02/2026
Villa Albertina,7,2,1,4,03/02/2026
Villa Centenario,3,2,0,1,03/02/2026
Villa Fiorito,6,3,2,1,03/02/2026
Villa Lamadrid,3,2,1,0,03/02/2026
Banfield,6,4,2,0,04/02/2026
Higiene Urbana,10,7,1,2,04/02/2026
Ingeniero Budge,5,4,0,1,04/02/2026
Llavallol,7,4,1,2,04/02/2026
Lomas,7,6,0,1,04/02/2026
Parque Baron,4,3,0,1,04/02/2026
San jose,8,5,1,2,04/02/2026
Santa Catalina,10,5,2,3,04/02/2026
Santa Marta,3,2,1,0,04/02/2026
Secretaria Serv. Publicos,10,6,1,3,04/02/2026
Subse Servicios Urbanos,9,4,0,5,04/02/2026
Temperley,7,5,1,1,04/02/2026
Turdera,2,2,0,0,04/02/2026
Villa Albertina,7,3,0,4,04/02/2026
Villa Centenario,3,2,1,0,04/02/2026
Villa Fiorito,6,2,1,3,04/02/2026
Villa Lamadrid,3,2,1,0,04/02/2026
Banfield,6,5,1,0,05/02/2026
Higiene Urbana,10,6,2,2,05/02/2026
Ingeniero Budge,5,4,0,1,05/02/2026
Llavallol,7,5,0,2,05/02/2026
Lomas,7,6,0,1,05/02/2026
Parque Baron,4,2,0,2,05/02/2026
San jose,8,5,1,2,05/02/2026
Santa Catalina,10,6,1,3,05/02/2026
Santa Marta,3,2,1,0,05/02/2026
Secretaria Serv. Publicos,10,6,1,3,05/02/2026
Subse Servicios Urbanos,9,3,1,5,05/02/2026
Temperley,7,4,2,1,05/02/2026
Turdera,2,2,0,0,05/02/2026
Villa Albertina,7,3,0,4,05/02/2026
Villa Centenario,3,2,1,0,05/02/2026
Villa Fiorito,6,2,1,3,05/02/2026
Villa Lamadrid,3,3,0,0,05/02/2026
Banfield,6,3,3,0,08/02/2026
Higiene Urbana,10,6,0,4,08/02/2026
Ingeniero Budge,5,3,2,0,08/02/2026
Llavallol,7,5,0,2,08/02/2026
Lomas,7,6,1,0,08/02/2026
Parque Baron,4,1,1,2,08/02/2026
San jose,8,4,2,2,08/02/2026
Santa Catalina,10,6,1,3,08/02/2026
Santa Marta,3,2,1,0,08/02/2026
Secretaria Serv. Publicos,10,6,1,3,08/02/2026
Subse Servicios Urbanos,9,5,1,3,08/02/2026
Temperley,7,5,1,1,08/02/2026
Turdera,2,2,0,0,08/02/2026
Villa Albertina,7,3,0,4,08/02/2026
Villa Centenario,3,2,1,0,08/02/2026
Villa Fiorito,6,3,2,1,08/02/2026
Villa Lamadrid,3,2,0,1,08/02/2026
Banfield,6,5,1,0,09/02/2026
Higiene Urbana,10,6,0,4,09/02/2026
Ingeniero Budge,5,3,1,1,09/02/2026
Llavallol,7,5,0,2,09/02/2026
Lomas,7,5,2,0,09/02/2026
Parque Baron,4,2,1,1,09/02/2026
San jose,8,4,1,3,09/02/2026
Santa Catalina,10,6,2,2,09/02/2026
Santa Marta,3,2,1,0,09/02/2026
Secretaria Serv. Publicos,10,6,1,3,09/02/2026
Subse Servicios Urbanos,9,4,2,3,09/02/2026
Temperley,7,5,2,0,09/02/2026
Turdera,2,2,0,0,09/02/2026
Villa Albertina,7,2,1,4,09/02/2026
Villa Centenario,3,1,2,0,09/02/2026
Villa Fiorito,6,3,1,2,09/02/2026
Villa Lamadrid,3,2,0,1,09/02/2026
Banfield,6,4,2,0,10/02/2026
Higiene Urbana,10,6,1,3,10/02/2026
Ingeniero Budge,5,2,2,1,10/02/2026
Llavallol,7,5,0,2,10/02/2026
Lomas,7,5,2,0,10/02/2026
Parque Baron,4,2,1,1,10/02/2026
San jose,8,4,2,2,10/02/2026
Santa Catalina,10,5,2,3,10/02/2026
Santa Marta,3,2,1,0,10/02/2026
Secretaria Serv. Publicos,10,6,1,3,10/02/2026
Subse Servicios Urbanos,9,4,2,3,10/02/2026
Temperley,7,5,2,0,10/02/2026
Turdera,2,2,0,0,10/02/2026
Villa Albertina,7,2,1,4,10/02/2026
Villa Centenario,3,0,3,0,10/02/2026
Villa Fiorito,6,2,3,1,10/02/2026
Villa Lamadrid,3,3,0,0,10/02/2026
Banfield,6,4,2,0,11/02/2026
Higiene Urbana,10,6,1,3,11/02/2026
Ingeniero Budge,5,2,2,1,11/02/2026
Llavallol,7,5,0,2,11/02/2026
Lomas,7,5,2,0,11/02/2026
Parque Baron,4,2,1,1,11/02/2026
San jose,8,5,1,2,11/02/2026
Santa Catalina,10,4,3,3,11/02/2026
Santa Marta,3,2,1,0,11/02/2026
Secretaria Serv. Publicos,10,5,2,3,11/02/2026
Subse Servicios Urbanos,9,5,1,3,11/02/2026
Temperley,7,5,2,0,11/02/2026
Turdera,2,2,0,0,11/02/2026
Villa Albertina,7,2,1,4,11/02/2026
Villa Centenario,3,1,2,0,11/02/2026
Villa Fiorito,6,3,2,1,11/02/2026
Villa Lamadrid,3,3,0,0,11/02/2026
Banfield,6,6,0,0,12/02/2026
Higiene Urbana,10,6,1,3,12/02/2026
Ingeniero Budge,5,4,1,0,12/02/2026
Llavallol,7,5,0,2,12/02/2026
Lomas,7,6,1,0,12/02/2026
Parque Baron,4,3,0,1,12/02/2026
San jose,8,4,3,1,12/02/2026
Santa Catalina,10,5,2,3,12/02/2026
Santa Marta,3,2,1,0,12/02/2026
Secretaria Serv. Publicos,10,6,1,3,12/02/2026
Subse Servicios Urbanos,9,4,2,3,12/02/2026
Temperley,7,5,2,0,12/02/2026
Turdera,2,2,0,0,12/02/2026
Villa Albertina,7,3,1,3,12/02/2026
Villa Centenario,3,1,2,0,12/02/2026
Villa Fiorito,6,3,1,2,12/02/2026
Villa Lamadrid,3,3,0,0,12/02/2026
Banfield,6,4,2,0,17/02/2026
Higiene Urbana,10,7,2,1,17/02/2026
Ingeniero Budge,5,3,2,0,17/02/2026
Llavallol,7,4,1,2,17/02/2026
