ASIGNACION,Camiones Asignados,Camiones Trabajando,Camiones Sin Salida,Camiones en Taller,Fecha
Lomas,7,6,1,0,17/02/2026
Parque Baron,4,3,0,1,17/02/2026
San jose,8,5,2,1,17/02/2026
Santa Catalina,10,3,4,3,17/02/2026
Santa Marta,3,2,1,0,17/02/2026
Secretaria Serv. Publicos,10,3,4,3,17/02/2026
Subse Servicios Urbanos,9,5,1,3,17/02/2026
Temperley,7,5,2,0,17/02/2026
Turdera,2,2,0,0,17/02/2026
Villa Albertina,7,2,0,5,17/02/2026
Villa Centenario,3,2,1,0,17/02/2026
Villa Fiorito,6,2,3,1,17/02/2026
Villa Lamadrid,3,0,3,0,17/02/2026
Banfield,6,0,6,0,18/02/2026
Higiene Urbana,10,6,1,3,18/02/2026
Ingeniero Budge,5,0,5,0,18/02/2026
Llavallol,7,0,6,1,18/02/2026
Lomas,7,0,7,0,18/02/2026
Parque Baron,4,1,1,2,18/02/2026
San jose,8,1,4,3,18/02/2026
Santa Catalina,10,3,4,3,18/02/2026
Santa Marta,3,0,3,0,18/02/2026
Secretaria Serv. Publicos,10,7,1,2,18/02/2026
Subse Servicios Urbanos,9,3,3,3,18/02/2026
Temperley,7,0,7,0,18/02/2026
Turdera,2,0,2,0,18/02/2026
Villa Albertina,7,0,3,4,18/02/2026
Villa Centenario,3,0,3,0,18/02/2026
Villa Fiorito,6,2,3,1,18/02/2026
Villa Lamadrid,3,0,3,0,18/02/2026
Banfield,6,5,1,0,19/02/2026
Higiene Urbana,10,6,1,3,19/02/2026
Ingeniero Budge,5,2,3,0,19/02/2026
Llavallol,7,5,1,1,19/02/2026
Lomas,7,6,1,0,19/02/2026
Parque Baron,4,2,1,1,19/02/2026
San jose,8,4,1,3,19/02/2026
Santa Catalina,10,6,1,3,19/02/2026
Santa Marta,3,2,1,0,19/02/2026
Secretaria Serv. Publicos,10,7,1,2,19/02/2026
Subse Servicios Urbanos,9,5,1,3,19/02/2026
Temperley,7,5,2,0,19/02/2026
Turdera,2,1,1,0,19/02/2026
Villa Albertina,7,2,1,4,19/02/2026
Villa Centenario,3,2,1,0,19/02/2026
Villa Fiorito,6,5,0,1,19/02/2026
Villa Lamadrid,3,1,1,1,19/02/2026
Banfield,6,5,1,0,22/02/2026
Higiene Urbana,10,6,1,3,22/02/2026
Ingeniero Budge,5,2,3,0,22/02/2026
Llavallol,7,5,1,1,22/02/2026
Lomas,7,6,1,0,22/02/2026
Parque Baron,4,2,1,1,22/02/2026
San jose,8,3,2,3,22/02/2026
Santa Catalina,10,6,2,2,22/02/2026
Santa Marta,3,3,0,0,22/02/2026
Secretaria Serv. Publicos,10,7,1,2,22/02/2026
Subse Servicios Urbanos,9,4,3,2,22/02/2026
Temperley,7,6,1,0,22/02/2026
Turdera,2,1,0,1,22/02/2026
Villa Albertina,7,2,2,3,22/02/2026
Villa Centenario,3,2,1,0,22/02/2026
Villa Fiorito,6,5,0,1,22/02/2026
Villa Lamadrid,3,1,1,1,22/02/2026
Banfield,6,3,2,1,23/02/2026
Higiene Urbana,10,6,0,4,23/02/2026
Ingeniero Budge,5,2,3,0,23/02/2026
Llavallol,7,4,0,3,23/02/2026
Lomas,7,7,0,0,23/02/2026
Parque Baron,4,2,0,2,23/02/2026
San jose,8,3,2,3,23/02/2026
Santa Catalina,10,6,2,2,23/02/2026
Santa Marta,3,3,0,0,23/02/2026
Secretaria Serv. Publicos,10,7,0,3,23/02/2026
Subse Servicios Urbanos,9,4,1,4,23/02/2026
Temperley,7,6,0,1,23/02/2026
Turdera,2,1,0,1,23/02/2026
Villa Albertina,7,2,1,4,23/02/2026
Villa Centenario,3,2,1,0,23/02/2026
Villa Fiorito,6,5,0,1,23/02/2026
Villa Lamadrid,3,1,0,2,23/02/2026
Banfield,6,4,2,0,24/02/2026
Higiene Urbana,10,5,1,4,24/02/2026
Ingeniero Budge,5,2,3,0,24/02/2026
Llavallol,7,4,0,3,24/02/2026
Lomas,7,7,0,0,24/02/2026
Parque Baron,4,2,0,2,24/02/2026
San jose,8,3,2,3,24/02/2026
Santa Catalina,10,6,2,2,24/02/2026
Santa Marta,3,3,0,0,24/02/2026
Secretaria Serv. Publicos,10,7,0,3,24/02/2026
Subse Servicios Urbanos,9,3,2,4,24/02/2026
Temperley,7,6,0,1,24/02/2026
Turdera,2,1,0,1,24/02/2026
Villa Albertina,7,1,3,3,24/02/2026
Villa Centenario,3,3,0,0,24/02/2026
Villa Fiorito,6,4,0,2,24/02/2026
Villa Lamadrid,3,1,0,2,24/02/2026
Banfield,6,4,2,0,25/02/2026
Higiene Urbana,10,6,0,4,25/02/2026
Ingeniero Budge,5,2,3,0,25/02/2026
Llavallol,7,4,0,3,25/02/2026
Lomas,7,7,0,0,25/02/2026
Parque Baron,4,3,0,1,25/02/2026
San jose,8,4,1,3,25/02/2026
Santa Catalina,10,5,3,2,25/02/2026
Santa Marta,3,3,0,0,25/02/2026
Secretaria Serv. Publicos,10,6,1,3,25/02/2026
Subse Servicios Urbanos,9,5,1,3,25/02/2026
Temperley,7,6,0,1,25/02/2026
Turdera,2,1,0,1,25/02/2026
Villa Albertina,7,2,3,2,25/02/2026
Villa Centenario,3,2,1,0,25/02/2026
Villa Fiorito,6,5,0,1,25/02/2026
Villa Lamadrid,3,1,0,2,25/02/2026
Banfield,6,5,1,0,26/02/2026
Higiene Urbana,10,6,1,3,26/02/2026
Ingeniero Budge,5,2,3,0,26/02/2026
Llavallol,7,6,0,1,26/02/2026
Lomas,7,7,0,0,26/02/2026
Parque Baron,4,3,0,1,26/02/2026
San jose,8,4,2,2,26/02/2026
Santa Catalina,10,5,1,4,26/02/2026
Santa Marta,3,3,0,0,26/02/2026
Secretaria Serv. Publicos,10,7,1,2,26/02/2026
Subse Servicios Urbanos,9,5,1,3,26/02/2026
Temperley,7,6,0,1,26/02/2026
Turdera,2,1,0,1,26/02/2026
Villa Albertina,7,2,3,2,26/02/2026
Villa Centenario,3,3,0,0,26/02/2026
Villa Fiorito,6,4,1,1,26/02/2026
Villa Lamadrid,3,1,0,2,26/02/2026
Banfield,6,6,0,0,02/03/2026
Higiene Urbana,10,6,0,4,02/03/2026
Ingeniero Budge,5,3,2,0,02/03/2026
Llavallol,7,5,1,1,02/03/2026
Lomas,7,6,1,0,02/03/2026
Parque Baron,4,3,0,1,02/03/2026
San jose,8,3,2,3,02/03/2026
Santa Catalina,10,5,1,4,02/03/2026
Santa Marta,3,3,0,0,02/03/2026
Secretaria Serv. Publicos,10,8,0,2,02/03/2026
Subse Servicios Urbanos,9,4,2,3,02/03/2026
Temperley,7,6,0,1,02/03/2026
Turdera,2,1,0,1,02/03/2026
Villa Albertina,7,3,2,2,02/03/2026
Villa Centenario,3,2,1,0,02/03/2026
Villa Fiorito,6,4,1,1,02/03/2026
Villa Lamadrid,3,1,0,2,02/03/2026
Banfield,6,5,1,0,03/03/2026
Higiene Urbana,10,6,0,4,03/03/2026
Ingeniero Budge,5,3,2,0,03/03/2026
Llavallol,7,3,3,1,03/03/2026
Lomas,7,6,0,1,03/03/2026
Parque Baron,4,3,0,1,03/03/2026
San jose,8,3,2,3,03/03/2026
Santa Catalina,10,3,2,5,03/03/2026
Santa Marta,3,3,0,0,03/03/2026
Secretaria Serv. Publicos,10,7,1,2,03/03/2026
Subse Servicios Urbanos,9,5,1,3,03/03/2026
Temperley,7,6,0,1,03/03/2026
Turdera,2,1,0,1,03/03/2026
Villa Albertina,7,4,1,2,03/03/2026
Villa Centenario,3,2,1,0,03/03/2026
Villa Fiorito,6,5,0,1,03/03/2026
Villa Lamadrid,3,1,0,2,03/03/2026
Banfield,6,6,0,0,04/03/2026
Higiene Urbana,10,5,1,4,04/03/2026
Ingeniero Budge,5,3,2,0,04/03/2026
Llavallol,7,5,0,2,04/03/2026
Lomas,7,6,0,1,04/03/2026
Parque Baron,4,2,0,2,04/03/2026
San jose,8,4,1,3,04/03/2026
Santa Catalina,10,4,1,5,04/03/2026
Santa Marta,3,2,1,0,04/03/2026
Secretaria Serv. Publicos,10,8,1,1,04/03/2026
Subse Servicios Urbanos,9,7,0,2,04/03/2026
Temperley,7,5,0,2,04/03/2026
Turdera,2,2,0,0,04/03/2026
Villa Albertina,7,4,0,3,04/03/2026
Villa Centenario,3,3,0,0,04/03/2026
Villa Fiorito,6,5,0,1,04/03/2026
Villa Lamadrid,3,1,0,2,04/03/2026
Banfield,6,6,0,0,05/03/2026
Higiene Urbana,10,5,5,0,05/03/2026
Ingeniero Budge,5,2,3,0,05/03/2026
Llavallol,7,4,1,2,05/03/2026
Lomas,7,6,0,1,05/03/2026
Parque Baron,4,2,0,2,05/03/2026
San jose,8,4,1,3,05/03/2026
Santa Catalina,10,5,1,4,05/03/2026
Santa Marta,3,2,1,0,05/03/2026
Secretaria Serv. Publicos,10,8,1,1,05/03/2026
Subse Servicios Urbanos,9,6,1,2,05/03/2026
Temperley,7,5,0,2,05/03/2026
Turdera,2,2,0,0,05/03/2026
Villa Albertina,7,3,0,4,05/03/2026
Villa Centenario,3,2,1,0,05/03/2026
Villa Fiorito,6,5,0,1,05/03/2026
Villa Lamadrid,3,1,0,2,05/03/2026
Banfield,6,6,0,0,08/03/2026
Higiene Urbana,10,5,1,4,08/03/2026
Ingeniero Budge,5,3,2,0,08/03/2026
Llavallol,7,4,1,2,08/03/2026
Lomas,7,6,0,1,08/03/2026
Parque Baron,4,3,0,1,08/03/2026
San jose,8,5,0,3,08/03/2026
Santa Catalina,10,5,1,4,08/03/2026
Santa Marta,3,3,0,0,08/03/2026
Secretaria Serv. Publicos,10,8,1,1,08/03/2026
Subse Servicios Urbanos,9,7,0,2,08/03/2026
Temperley,7,5,0,2,08/03/2026
Turdera,2,2,0,0,08/03/2026
Villa Albertina,7,3,0,4,08/03/2026
Villa Centenario,3,3,0,0,08/03/2026
Villa Fiorito,6,5,0,1,08/03/2026
Villa Lamadrid,3,1,0,2,08/03/2026
Banfield,6,6,0,0,09/03/2026
Higiene Urbana,10,5,1,4,09/03/2026
Ingeniero Budge,5,3,2,0,09/03/2026
Llavallol,7,5,0,2,09/03/2026
Lomas,7,6,0,1,09/03/2026
Parque Baron,4,3,0,1,09/03/2026
San jose,8,4,1,3,09/03/2026
Santa Catalina,10,7,0,3,09/03/2026
Santa Marta,3,3,0,0,09/03/2026
Secretaria Serv. Publicos,10,8,1,1,09/03/2026
Subse Servicios Urbanos,9,6,0,3,09/03/2026
Temperley,7,4,0,3,09/03/2026
Turdera,2,2,0,0,09/03/2026
Villa Albertina,7,4,0,3,09/03/2026
Villa Centenario,3,2,1,0,09/03/2026
Villa Fiorito,6,5,0,1,09/03/2026
Villa Lamadrid,3,1,0,2,09/03/2026
Banfield,6,6,0,0,10/03/2026
Higiene Urbana,10,5,1,4,10/03/2026
Ingeniero Budge,5,4,1,0,10/03/2026
Llavallol,7,5,1,1,10/03/2026
Lomas,7,6,0,1,10/03/2026
Parque Baron,4,2,0,2,10/03/2026
San jose,8,4,1,3,10/03/2026
Santa Catalina,10,7,0,3,10/03/2026
Santa Marta,3,1,2,0,10/03/2026
Secretaria Serv. Publicos,10,8,1,1,10/03/2026
Subse Servicios Urbanos,9,6,0,3,10/03/2026
Temperley,7,3,1,3,10/03/2026
Turdera,2,2,0,0,10/03/2026
Villa Albertina,7,3,0,4,10/03/2026
Villa Centenario,3,2,1,0,10/03/2026
Villa Fiorito,6,5,0,1,10/03/2026
Villa Lamadrid,3,1,0,2,10/03/2026
Banfield,6,6,0,0,11/03/2026
Higiene Urbana,10,5,0,5,11/03/2026
Ingeniero Budge,5,4,1,0,11/03/2026
Llavallol,7,5,0,2,11/03/2026
Lomas,7,6,0,1,11/03/2026
Parque Baron,4,3,0,1,11/03/2026
San jose,8,5,0,3,11/03/2026
Santa Catalina,10,7,0,3,11/03/2026
Santa Marta,3,2,1,0,11/03/2026
Secretaria Serv. Publicos,10,6,1,3,11/03/2026
Subse Servicios Urbanos,9,7,0,2,11/03/2026
Temperley,7,5,0,2,11/03/2026
Turdera,2,2,0,0,11/03/2026
Villa Albertina,7,4,0,3,11/03/2026
Villa Centenario,3,3,0,0,11/03/2026
Villa Fiorito,6,5,0,1,11/03/2026
Villa Lamadrid,3,1,0,2,11/03/2026
Banfield,6,5,1,0,12/03/2026
Higiene Urbana,10,5,0,5,12/03/2026
Ingeniero Budge,5,4,1,0,12/03/2026
Llavallol,7,5,0,2,12/03/2026
Lomas,7,6,0,1,12/03/2026
Parque Baron,4,3,0,1,12/03/2026
San jose,8,5,0,3,12/03/2026
Santa Catalina,10,7,1,2,12/03/2026
Santa Marta,3,2,1,0,12/03/2026
Secretaria Serv. Publicos,10,8,1,1,12/03/2026
Subse Servicios Urbanos,9,5,0,4,12/03/2026
Temperley,7,6,0,1,12/03/2026
Turdera,2,2,0,0,12/03/2026
Villa Albertina,7,4,0,3,12/03/2026
Villa Centenario,3,3,0,0,12/03/2026
Villa Fiorito,6,5,0,1,12/03/2026
Villa Lamadrid,3,1,0,2,12/03/2026
Banfield,6,6,0,0,15/03/2026
Higiene Urbana,10,5,0,5,15/03/2026
Ingeniero Budge,5,4,1,0,15/03/2026
Llavallol,7,5,0,2,15/03/2026
Lomas,7,6,0,1,15/03/2026
Parque Baron,4,2,1,1,15/03/2026
San jose,8,5,0,3,15/03/2026
Santa Catalina,10,7,0,3,15/03/2026
Santa Marta,3,3,0,0,15/03/2026
Secretaria Serv. Publicos,10,8,1,1,15/03/2026
Subse Servicios Urbanos,9,5,0,4,15/03/2026
Temperley,7,6,0,1,15/03/2026
Turdera,2,2,0,0,15/03/2026
Villa Albertina,7,4,0,3,15/03/2026
Villa Centenario,3,2,0,1,15/03/2026
Villa Fiorito,6,3,1,2,15/03/2026
Villa Lamadrid,3,3,0,0,15/03/2026
Banfield,6,4,2,0,16/03/2026
Higiene Urbana,10,5,0,5,16/03/2026
Ingeniero Budge,5,4,0,1,16/03/2026
Llavallol,7,5,0,2,16/03/2026
Lomas,7,6,0,1,16/03/2026
Parque Baron,4,3,0,1,16/03/2026
San jose,8,5,0,3,16/03/2026
Santa Catalina,10,8,0,2,16/03/2026
Santa Marta,3,3,0,0,16/03/2026
Secretaria Serv. Publicos,10,8,1,1,16/03/2026
Subse Servicios Urbanos,9,5,0,4,16/03/2026
Temperley,7,6,0,1,16/03/2026
Turdera,2,2,0,0,16/03/2026
Villa Albertina,7,5,0,2,16/03/2026
Villa Centenario,3,3,0,0,16/03/2026
Villa Fiorito,6,5,0,1,16/03/2026
Villa Lamadrid,3,1,1,1,16/03/2026
Banfield,6,6,0,0,17/03/2026
Higiene Urbana,10,5,0,5,17/03/2026
Ingeniero Budge,5,4,1,0,17/03/2026
Llavallol,7,5,1,1,17/03/2026
Lomas,7,5,0,2,17/03/2026
Parque Baron,4,2,1,1,17/03/2026
San jose,8,5,0,3,17/03/2026
Santa Catalina,10,7,0,3,17/03/2026
Santa Marta,3,3,0,0,17/03/2026
Secretaria Serv. Publicos,10,5,3,2,17/03/2026
Subse Servicios Urbanos,9,5,0,4,17/03/2026
Temperley,7,6,0,1,17/03/2026
Turdera,2,2,0,0,17/03/2026
Villa Albertina,7,4,0,3,17/03/2026
Villa Centenario,3,2,0,1,17/03/2026
Villa Fiorito,6,4,0,2,17/03/2026
Villa Lamadrid,3,1,0,2,17/03/2026
Banfield,6,6,0,0,18/03/2026
Higiene Urbana,10,5,0,5,18/03/2026
Ingeniero Budge,5,4,0,1,18/03/2026
Llavallol,7,4,2,1,18/03/2026
Lomas,7,6,0,1,18/03/2026
Parque Baron,4,2,1,1,18/03/2026
San jose,8,4,0,4,18/03/2026
Santa Catalina,10,6,1,3,18/03/2026
Santa Marta,3,3,0,0,18/03/2026
Secretaria Serv. Publicos,10,6,2,2,18/03/2026
Subse Servicios Urbanos,9,5,0,4,18/03/2026
Temperley,7,6,0,1,18/03/2026
Turdera,2,2,0,0,18/03/2026
Villa Albertina,7,4,0,3,18/03/2026
Villa Centenario,3,2,0,1,18/03/2026
Villa Fiorito,6,4,0,2,18/03/2026
Villa Lamadrid,3,2,0,1,18/03/2026
Banfield,6,6,0,0,19/03/2026
Higiene Urbana,10,5,0,5,19/03/2026
Ingeniero Budge,5,4,0,1,19/03/2026
Llavallol,7,3,0,4,19/03/2026
Lomas,7,6,0,1,19/03/2026
Parque Baron,4,2,1,1,19/03/2026
San jose,8,3,1,4,19/03/2026
Santa Catalina,10,7,0,3,19/03/2026
Santa Marta,3,2,0,1,19/03/2026
Secretaria Serv. Publicos,10,7,1,2,19/03/2026
Subse Servicios Urbanos,9,5,0,4,19/03/2026
Temperley,7,6,0,1,19/03/2026
Turdera,2,2,0,0,19/03/2026
Villa Albertina,7,4,0,3,19/03/2026
Villa Centenario,3,2,0,1,19/03/2026
Villa Fiorito,6,5,0,1,19/03/2026
Villa Lamadrid,3,2,0,1,19/03/2026
Banfield,6,4,0,2,24/03/2026
Higiene Urbana,10,7,0,3,24/03/2026
Ingeniero Budge,5,3,0,2,24/03/2026
Llavallol,7,5,0,2,24/03/2026
Lomas,7,6,0,1,24/03/2026
Parque Baron,4,3,0,1,24/03/2026
San jose,8,5,0,3,24/03/2026
Santa Catalina,10,7,0,3,24/03/2026
Santa Marta,3,3,0,0,24/03/2026
Secretaria Serv. Publicos,10,8,1,1,24/03/2026
Subse Servicios Urbanos,9,5,0,4,24/03/2026
Temperley,7,6,0,1,24/03/2026
Turdera,2,1,0,1,24/03/2026
Villa Albertina,7,4,0,3,24/03/2026
Villa Centenario,3,3,0,0,24/03/2026
Villa Fiorito,6,5,0,1,24/03/2026
Villa Lamadrid,3,2,0,1,24/03/2026
Banfield,6,5,0,1,25/03/2026
Higiene Urbana,10,7,0,3,25/03/2026
Ingeniero Budge,5,4,0,1,25/03/2026
Llavallol,7,4,0,3,25/03/2026
Lomas,7,7,0,0,25/03/2026
Parque Baron,4,3,0,1,25/03/2026
San jose,8,5,0,3,25/03/2026
Santa Catalina,10,7,0,3,25/03/2026
Santa Marta,3,2,0,1,25/03/2026
Secretaria Serv. Publicos,10,8,1,1,25/03/2026
Subse Servicios Urbanos,9,5,0,4,25/03/2026
Temperley,7,6,0,1,25/03/2026
Turdera,2,1,0,1,25/03/2026
Villa Albertina,7,4,0,3,25/03/2026
Villa Centenario,3,3,0,0,25/03/2026
Villa Fiorito,6,4,0,2,25/03/2026
Villa Lamadrid,3,1,1,1,25/03/2026
Banfield,6,5,0,1,26/03/2026
Higiene Urbana,10,7,0,3,26/03/2026
Ingeniero Budge,5,4,0,1,26/03/2026
Llavallol,7,4,0,3,26/03/2026
Lomas,7,7,2,0,26/03/2026
Parque Baron,4,3,0,1,26/03/2026
San jose,8,5,0,3,26/03/2026
Santa Catalina,10,7,0,3,26/03/2026
Santa Marta,3,3,0,0,26/03/2026
Secretaria Serv. Publicos,10,5,0,5,26/03/2026
Subse Servicios Urbanos,9,5,0,4,26/03/2026
Temperley,7,6,0,1,26/03/2026
Turdera,2,1,0,1,26/03/2026
Villa Albertina,7,4,0,3,26/03/2026
Villa Centenario,3,3,0,0,26/03/2026
Villa Fiorito,6,5,0,1,26/03/2026
Villa Lamadrid,3,2,0,1,26/03/2026
Banfield,6,6,0,0,29/03/2026
Higiene Urbana,10,8,0,2,29/03/2026
Ingeniero Budge,5,4,0,1,29/03/2026
Llavallol,7,4,0,3,29/03/2026
Lomas,7,7,0,0,29/03/2026
Parque Baron,4,3,0,1,29/03/2026
San jose,8,4,0,4,29/03/2026
Santa Catalina,10,7,0,3,29/03/2026
Santa Marta,3,2,0,1,29/03/2026
Secretaria Serv. Publicos,10,5,4,1,29/03/2026
Subse Servicios Urbanos,9,3,0,6,29/03/2026
Temperley,7,6,0,1,29/03/2026
Turdera,2,2,0,0,29/03/2026
Villa Albertina,7,4,0,3,29/03/2026
Villa Centenario,3,3,0,0,29/03/2026
Villa Fiorito,6,4,0,2,29/03/2026
Villa Lamadrid,3,2,0,1,29/03/2026
Banfield,6,5,0,1,30/03/2026
Higiene Urbana,10,8,0,2,30/03/2026
Ingeniero Budge,5,4,0,1,30/03/2026
Llavallol,7,4,0,3,30/03/2026
Lomas,7,7,0,0,30/03/2026
Parque Baron,4,3,0,1,30/03/2026
San jose,8,4,1,3,30/03/2026
Santa Catalina,10,6,0,4,30/03/2026
Santa Marta,3,2,1,0,30/03/2026
Secretaria Serv. Publicos,10,5,4,1,30/03/2026
Subse Servicios Urbanos,9,3,2,4,30/03/2026
Temperley,7,6,0,1,30/03/2026
Turdera,2,2,0,0,30/03/2026
Villa Albertina,7,4,0,3,30/03/2026
Villa Centenario,3,3,0,0,30/03/2026
Villa Fiorito,6,4,1,1,30/03/2026
Villa Lamadrid,3,2,0,1,30/03/2026
Banfield,6,5,0,1,31/03/2026
Higiene Urbana,10,10,0,0,31/03/2026
Ingeniero Budge,5,4,0,1,31/03/2026
Llavallol,7,5,0,2,31/03/2026
Lomas,7,4,1,2,31/03/2026
Parque Baron,4,3,0,1,31/03/2026
San jose,8,6,0,2,31/03/2026
Santa Catalina,10,6,0,4,31/03/2026
Santa Marta,3,3,0,0,31/03/2026
Secretaria Serv. Publicos,10,9,0,1,31/03/2026
Subse Servicios Urbanos,9,2,1,6,31/03/2026
Temperley,7,6,0,1,31/03/2026
Turdera,2,2,0,0,31/03/2026
Villa Albertina,7,5,0,2,31/03/2026
Villa Centenario,3,2,1,0,31/03/2026
Villa Fiorito,6,5,1,1,31/03/2026
Villa Lamadrid,3,2,0,1,31/03/2026
Banfield,6,5,0,1,05/04/2026
Higiene Urbana,9,0,1,8,05/04/2026
Ingeniero Budge,5,3,1,1,05/04/2026
Llavallol,7,5,0,2,05/04/2026
Lomas,10,7,0,3,05/04/2026
Parque Baron,4,2,1,1,05/04/2026
San jose,8,5,0,3,05/04/2026
Santa Catalina,10,4,2,4,05/04/2026
Santa Marta,3,3,0,0,05/04/2026
Secretaria Serv. Publicos,6,4,0,2,05/04/2026
Subse Servicios Urbanos,11,4,1,6,05/04/2026
Temperley,7,6,0,1,05/04/2026
Turdera,2,2,0,0,05/04/2026
Villa Albertina,7,3,0,4,05/04/2026
Villa Centenario,4,3,0,1,05/04/2026
Villa Fiorito,6,5,0,1,05/04/2026
Villa Lamadrid,3,1,1,1,05/04/2026
Banfield,6,5,0,1,06/04/2026
Higiene Urbana,9,7,0,2,06/04/2026
Ingeniero Budge,5,3,1,1,06/04/2026
Llavallol,7,5,0,2,06/04/2026
Lomas,10,7,0,3,06/04/2026
Parque Baron,4,2,1,1,06/04/2026
San jose,8,5,0,3,06/04/2026
Santa Catalina,10,6,0,4,06/04/2026
Santa Marta,3,3,0,0,06/04/2026
Secretaria Serv. Publicos,6,5,0,1,06/04/2026
Subse Servicios Urbanos,11,5,0,6,06/04/2026
Temperley,7,6,0,1,06/04/2026
Turdera,2,2,0,0,06/04/2026
Villa Albertina,7,3,0,4,06/04/2026
Villa Centenario,4,3,0,1,06/04/2026
Villa Fiorito,6,4,0,2,06/04/2026
Villa Lamadrid,3,2,0,1,06/04/2026
Banfield,6,5,0,1,07/04/2026
Higiene Urbana,9,8,0,1,07/04/2026
Ingeniero Budge,5,3,1,1,07/04/2026
Llavallol,7,5,0,2,07/04/2026
Lomas,10,7,0,3,07/04/2026
Parque Baron,4,3,0,1,07/04/2026
San jose,8,5,0,3,07/04/2026
Santa Catalina,10,6,1,3,07/04/2026
Santa Marta,3,3,0,0,07/04/2026
Secretaria Serv. Publicos,6,5,0,1,07/04/2026
Subse Servicios Urbanos,11,6,0,5,07/04/2026
Temperley,7,6,0,1,07/04/2026
Turdera,2,2,0,0,07/04/2026
Villa Albertina,7,2,2,3,07/04/2026
Villa Centenario,4,4,0,0,07/04/2026
Villa Fiorito,6,4,0,2,07/04/2026
Villa Lamadrid,3,1,1,1,07/04/2026
Banfield,6,4,0,2,08/04/2026
Higiene Urbana,9,8,0,1,08/04/2026
Ingeniero Budge,5,3,1,1,08/04/2026
Llavallol,7,5,0,2,08/04/2026
Lomas,10,8,0,2,08/04/2026
Parque Baron,4,3,0,1,08/04/2026
San jose,8,4,0,4,08/04/2026
Santa Catalina,10,6,0,4,08/04/2026
Santa Marta,3,3,0,0,08/04/2026
Secretaria Serv. Publicos,6,5,0,1,08/04/2026
